user_address,total_debt_usd,total_collateral_usd,health_factor
0x507b3f6d4f85c451f7914006c647391a1afb96d6,12864586.71,86239979.80,5.2915
0xb907d8ffd28be854a75580adebc2af4063d0dd92,12863976.70,20333476.09,1.3119
0xc0979af67786f30dea9335665592d6813b21b819,12786911.47,14077024.77,0.8807
0x16674814ea6a7aac3decb877ea8fd01deb5c333d,12768859.71,22016195.44,1.3449
0x324c0cbdeb97d58096d630176b1b247684d534cb,12613087.44,18766987.05,1.1606
0x4bacce55f0991cfc4d919f7f50edb8be028e37df,12402273.43,13393239.30,0.8747
0x855904de035c9d86a301af364159e7237b2536c0,12342942.36,29705231.93,1.8772
0xe71803deea7a37f38e29c04e15b0a432416f0204,12326535.24,13661457.56,0.8312
0x9c0a628ffac8c01eae0f646d4ca364778abc342f,12295180.07,19653354.88,1.2468
0x2f881f41af772808b848c382370710dca0415bf9,12196428.14,14477036.60,0.9615
0x0abf5fa8745a406c05300ce6791d4c83f8728372,12117069.92,12949854.04,0.8015
0x81ebde24453b8e40454616579ea79c79a197699d,12106798.39,16731173.25,1.0781
0x935ad0fbea9572bb24138f23a69e314f0bdbddbe,11954888.96,32663571.63,2.1409
0xbb4d7da70e53e9921ec2cd33a90ee5b822f44e54,11893405.80,13455073.22,0.9050
0x6a1f4f0ad047c7050f7ddc0563c0aad3931c4771,11711487.26,13065029.15,0.8925
0x24d5c7337b70f3702bf0e770401822c9d95beae6,11699928.66,14098457.12,0.9038
0xbc38b5975efd7330ee3db7e85eb46135f6b36913,11676812.37,0.00,0.0000
0x33c0b106c459d86841e96d58db211ae8554132d2,11669082.34,29554884.31,2.0770
0x9297989b23c5fb2a1340c65a8c63b0c46fc721bf,11655838.36,19908980.37,1.3367
0x1a8c730c2ad5faab9fe0d7ee5bfd750e044a111d,11581822.65,21412172.70,1.4473
0x399b610e64cfc26988b3a476b438a5f73976ca70,11572948.85,19075070.79,1.2856
0x5f23d9789dd2cd64512f8c40fd50be0c2a6927b4,11488179.57,27017964.00,1.8344
0x51ab7dfcd47283dfbcee6f0a15d25053825f4eaf,11436737.69,30191855.54,2.1825
0xa9f86d9eaf339305cd36e76bc0de7ac5b024f075,11419725.08,12533010.29,0.8231
0x965cc423e416827efc108e64103f7ea727c5a1ce,11411144.37,19134231.04,1.3079
0x415f04fb06abd3ec6ed32452f8318504ecdc322b,11378146.11,14865000.26,1.0582
0xeadc152ac1014ace57c6b353f89adf5faffe9d55,11337763.95,47433150.57,3.4724
0x2155287d8379b3254f64053b517641d512e99862,11255135.78,12432994.10,0.8285
0x2ac7908bd818982373f45fe1e5a6fb3c676fee1d,11191798.21,16876899.10,1.1762
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,11076770.32,40974906.50,2.8854
0x36aab712e7e6820608d5c974d6f9a615ecfd46db,10999929.93,29880759.14,2.1188
0xa62cc2971ec8b42fd91bd6312f5962fdd5a7fc56,10989987.02,11971895.06,0.8170
0xd47f5a2bf688999017163f4da7f39159650d7133,10494729.91,15674952.91,1.2189
0xf11f844bc13e7912b78f0ee8b8168f8ef32be22d,10489875.00,29196832.17,2.1710
0xc2c5ad1a018ffd61fdcf94e5bfc6af863ae5873e,10285045.23,28352574.82,2.2880
0x1cebd13797636b94c5cad7108cebe42d2fce7732,10177538.75,18438754.34,1.4323
0xb23e02b15bd7dc80c2c23512ad968ab2bc736f89,10143390.93,15239213.56,1.1719
0x1d46ce6b1d12b1ce9252034e9fb7a292db762e38,10136136.72,11041057.67,0.8714
0x1faa9bd9bc484cde1da5c4650483a8efe7b414c7,10111914.99,10768612.85,0.7987
0x9f80c83f4555bec66b7e30c8dc65550576d0bf44,10005794.63,19506211.36,1.5272
0x3eeb5e43bcb9ed151a13a2cfb584a171dcb1aeba,9999936.30,23557188.31,1.8792
0x85b5bef6d57ed80cd2dcce9061e44ff6fae55d31,9898022.09,11202082.66,0.8488
0x6559eb070ec5f3b6cd278f5d43433bee724b55bb,9848120.66,25749973.33,1.9610
0x2f8d4e7b1d771932e1367ee46f4c7be11cd94ac3,9822250.65,15833639.39,1.2574
0x5047e08c576778fffce5934ac658c80ada1fcc4c,9763099.65,10335443.91,0.8469
0x32809957fff30c8b837faed6730677da79ed7793,9748914.73,10364396.81,0.7974
0x6b9ee75dbffd6b7d5706991ac7e7ae5363b484af,9540843.13,33488109.13,2.8558
0xfcba81c19b20d2f2d7cea6e10647803ede7697c0,9521275.59,25413133.09,2.1662
0x7938d7f05f9a8dce7571e4f2fcfc3f453280a6cd,9499950.98,16646552.04,1.3668
0xadfd7fa3ef9e23c3b44f2384dad5bb876f15e00e,9464142.56,20092793.76,1.5719
0x34bf8dcb3ed8cf8aab57b1d8330cab8ba5246708,9420085.19,14876880.99,1.2330
0x91c56a2763178fd8b7e574ad32f174869fadf1b2,9382509.73,10062429.03,0.8044
0xd71f4423e097888af07e2ceac0e71b9a43f64a1f,9377640.31,17991664.51,1.5222
0x8fb388696010edc0c5d574b2f25b9629724acfe8,9333820.59,13186036.19,1.1019
0x91d735ae8abb177869464963595881285ab181f6,9285605.49,21788680.65,1.8303
0xae9746a85f7e08cbfd08db00edf9b6c21f592fec,9233251.66,12102735.91,0.9831
0x92b75a5bfb7be7911747276ad335b8f5da3ce0f4,9232271.44,13014184.49,1.1229
0xa83d737dec6f4eb23b17217746a553ba3373f1ab,9217297.06,17978649.54,1.5214
0xee7ca610d896c53ffe716b801c05748efd902954,9167067.33,12248359.96,1.0422
0xf6e2c92410635986f16d3cff67f5a74f86683923,9135281.28,9797297.91,0.8044
0x6703fe0e1ff189d8d8d2e0bf5a1f09554ada8fa8,9133377.22,9797297.91,0.8045
0x0180e063f78b94f50eb8e6b4a5cc0486cf64f8aa,9056923.68,18527943.50,1.5957
0xa32e350c5397b78fe31d8e65d6bfa3d2c58a2ebb,9034746.45,14925603.05,1.3381
0x4341135454a602d46b95acfadd88db967bcc35ca,9015484.46,17668183.13,1.5874
0xa5704b9aa25e8945f581b8a85a7f9122a55bbc15,8971747.35,11176273.19,0.9343
0x705a56ced614f91b969f1915b386d789ab198d9c,8842622.69,9331617.89,0.7915
0x86c9c15c990fc5c8e4992a2b5833cc3358ba3e5e,8827673.78,9419790.83,0.8537
0x4f7dd9c31c429296e7135e151fa2de59a49f7a82,8769892.39,9405405.99,0.8043
0x1033bac297115f4fcdbf9736edf4ac2a5dac0ef0,8769886.69,9405405.99,0.8043
0x1233b9b78d2d518f413f5a916793130727919220,8769878.50,9405405.99,0.8044
0x52ac69d63af2bda446b6d406ce006849bafa3117,8681187.75,12682828.24,1.1486
0x2290661dd55d8698599f63ea0f9e46b52e1f80d2,8543706.78,9662903.32,0.8482
0xaaf5feaa9e5694b2b293e67558e2da8ea4b1fb13,8521331.20,9167543.98,0.8607
0x9d99c2fd19a7803de5691b2dba3b15b09fef37fe,8508223.98,9157864.39,0.8611
0xc26b5977c42c4fa2dd41750f8658f6bd2b67869c,8443446.82,13562240.55,1.3332
0x230278fb77e0a8d8e4df2444d8020927ce5782a7,8437132.55,10172354.59,0.9645
0x93b4ed3c50cbd08a758827beb3cf3810fa00dd7d,8430530.58,19958457.62,1.8466
0x26c212f06675a0149909030d15dc46daee9a1f8a,8398036.52,13983583.16,1.2488
0x9ac60bd825eb8fd0240e4daf2646c1050830013e,8388822.70,21513870.13,2.1013
0x1a557354c5b8d7df38ea914209e416dc7065b158,8217131.06,8712343.09,0.8482
0x9d132a96db0a976e06d384ef69aeaa8bba11b698,8185144.23,9414844.78,0.9317
0xaf184b4cbc73a9ca2f51c4a4d80ed67a2578e9f4,8146057.89,13747290.11,1.3914
0xb7210a359cd2034126b8b2c8b95e748f04fffa38,8116164.82,13031656.45,1.2601
0x65c4c0517025ec0843c9146af266a2c5a2d148a2,8092011.42,15418935.78,1.5815
0x91eda28735ce089a8b5133476263c3fb8303c8ca,8081346.13,19291049.41,1.9336
0x51b772d972424bfc358dd24a1662770bf0631059,8070964.01,9158623.56,0.8511
0xedea3257476638dc7dea7adc074fa670755cbcac,8069299.19,8732292.89,0.8657
0x924cafec4f967be5df085ad94d8d50574f9a2bb0,8057006.29,25543445.25,2.5165
0x01329db67e9a963695c65766a298f9876e87def4,8018909.22,16011743.41,1.6263
0x181cb55f872450d16ae858d532b4e35e50eaa76d,8008343.48,14633218.23,1.4801
0xb01ec8485bb3b7eaa7bb13c73645d91434a29bc4,7999949.04,11063183.02,1.1478
0x8d533fd40b84717aa89f25192d5494fdc01156d3,7997170.43,9418770.99,0.8833
0x1ac0660eed3892117e55efcec6088aa6d04f7622,7893653.16,9454535.09,0.8983
0xbbd01f9b63ae317c55b9a6837c51bb2b6394b5d5,7806496.72,14993711.93,1.4981
0x4b441cd7c5085d0c255eff3db7ec3417cca1a1a0,7783966.55,8271237.24,0.8501
0xf6123c482f3c5b1bbfc2272a8cd117939d1a6acb,7780821.84,11872664.98,1.2014
0xfacc714a5c5c962834bbb7fde948b7262277e007,7755402.91,14123018.09,1.5115
0xc70f915258483d65c3c562483653397d6b371858,7718825.90,25678717.19,2.7612
0x0c883bacaf927076c702fd580505275be44fb63e,7667514.27,18184234.16,1.8687
0xcd9d098594b78ee61e2f6921461ac17f16b28827,7596780.73,13615898.40,1.3980
0x77e19de48f43af1d150aaef2de7e7ab8f3e55360,7551487.52,10079079.64,1.0411
0xaf1931548fb335bf1dcec13e788dbaaa8b79a4d5,7509100.63,19904447.12,2.0676
0xb7b7eb7e9611975bc9715f22ce7e6ee288296fd4,7483754.29,11736359.26,1.2662
0xf82d8c60402200114e2d5a8bdc40b1ef8f8ab0de,7474261.29,8183580.34,0.8866
0x2ba553d9f990a3b66b03b2dc0d030dfc1c061036,7346193.39,8030998.47,0.8746
