user_address,total_debt_usd,total_collateral_usd,health_factor
0xf151ed2caedbda83c17ae39d6990d92909fcf529,7331466.37,24419652.92,2.6234
0xae3279da7e7d0d26066a1591464d2cacb55dbf7b,7238763.25,11257158.67,1.2908
0x72b38d35f7b1eedf1e1412f2146a76937fd38dd1,7212171.04,8290829.58,0.8622
0xeba958e17e20bcc638edf37e44fcddf5474ac9bf,7073315.14,25513245.73,2.8674
0xb4943d3d4d66bc1081abfc9ecf83e797e8a8d450,7073159.99,7513674.46,0.7967
0xe50f97374068f6f7f0d1c7a46893042fed87c923,7062347.32,7697447.53,0.8719
0x32a7deaeb6ca5bd8cc44cb577cee1e3c3a4292d5,7001054.99,23058160.71,2.7336
0x9df8dd68c73b096cd9c0c4963fe89613df40a1cf,6968676.62,14403823.55,1.7156
0x8e0c666adb9a5823db854bfaf54d77affc451403,6958218.87,16559353.73,1.8563
0xfc09d8c9a63670702c2de876ff95608ab971dcd6,6944006.59,29939377.29,3.3630
0x055dc44976b2c1fa2344023162ae846eb6ab0f1f,6943170.61,7463051.41,0.8599
0x2db279e5e8d752dc0fc7de12829afe4b8cef4d84,6931875.93,0.00,0.0000
0x030c4da3889f135ae46febd29ce05053d58669bd,6929446.29,32897539.17,3.7030
0x2d8873c5270c64c66e831e1e359f88f9e81a91fd,6922501.23,9476139.80,1.0677
0x9afdabf77b7e56c1f7e8cb9eea191b5277b14e74,6899957.26,7822804.33,0.8503
0x5cdf46da16371230ed9dcb519e752d85056605ae,6878306.10,16716275.79,1.8956
0xcfd73d7867da130b20da492c583031782d63b449,6864721.07,11102479.88,1.2615
0x8324146852a37975a7100e156531d5503cb51609,6814401.97,12481681.37,1.4599
0xc63a4f1072374ab8b2abc81bb1f3bf009fd49565,6765977.47,7587568.59,0.9084
0xbcd4371f0a236b1eab5d0d5620471719f449451e,6764272.77,0.00,0.0000
0xa7393d2f073eadd425b254a60e72c464e8fa4c20,6760075.23,7333431.32,0.8679
0x588b530e0d6d5c15afd56012434752296d70b36b,6641383.80,28477349.04,3.4413
0xdd9bd62d1c08210fdda6f841ed5196b45a939625,6630242.98,12374882.18,1.4815
0xcf95085403e67b980c01dd4347b4adcf883e6843,6576030.68,10395382.11,1.2409
0x0073fb840b180776b6aec1a4af633c70ef40a5d3,6567983.01,7143838.69,0.8701
0x3b6df4f797925b29777d74127b891ad8cd8844ca,6492073.99,6853484.23,0.8445
0x53db19930bb0a817cb633248401fe0c1e6f38b04,6403818.24,9283183.25,1.1307
0xa971f820fcd1e0166d8bb64f254a8aed6f295643,6346428.54,6796527.81,0.8674
0x9c07627d108455985fbcc15863e15c0b07be9226,6304698.84,0.07,0.0000
0x9e14e0476d3fd47b43ea2868b1631bd418298e96,6281400.57,16582660.15,2.0965
0xdbd1bac81ad581c7198c9d155ca468f32a0c29dd,6207305.67,7704989.47,0.9339
0xa580fe412dfbc2754bf0b9006075bd4b64a6752b,6125493.76,2401195.76,0.2940
0x18c94f543ebf88ad7a1ad0d8514039ec1d9f237a,6093756.37,14816302.84,1.8965
0xdaf585a5869ca7c1c0b1b9896ecdf314668d3f55,6069050.50,10819121.54,1.3905
0x75c97a4b805f1ea755321664e0a4465739886101,6027504.53,10534111.51,1.4506
0x109578184cc1f5b96db95c65022532b273d03d42,6014730.78,7145285.63,0.8910
0x15b325660a1c4a9582a7d834c31119c0cb9e3a42,6002754.48,16475086.55,2.1408
0x0ea129c1bdb8f8aba308bec6214357988dbc3ff2,5999961.78,23022842.55,3.1269
0xafa8a3a41379dc0275ebdc1b6d6be97b878f7731,5999961.78,38784733.81,5.0420
0x3ee301d27fd556eca7aaa8c50cdbd461577c42a6,5999453.88,8344440.74,1.1266
0x43519041b20605093bfe5f922963e68f59e8ded5,5998900.42,20997211.85,2.7923
0x8fdc74bad4aa20904a362d4b69434a0cf4d97f43,5998291.91,13955198.30,1.9310
0x83704e750fd9c3204e1616654ae7a54563f22d87,5990385.12,11888657.74,1.6472
0xa740c1d26d690a34223b06d41b1268b2d0d7b5b6,5978565.60,9025240.07,1.2228
0xffcec675de3af138fc125737236f62200b668450,5931070.78,10205345.66,1.3937
0x0f922a15561dbad53b8f6ed25be18897e7c5c5ea,5895071.46,12134468.26,1.6187
0xd2a838a15f54bc813170e3aba2ffe1e53f242ec6,5855902.42,8050027.05,1.0723
0x0fe15b65136ab92a3f9ce83cceb9e0663f1efaa6,5814755.37,6840684.99,0.8823
0x96fc07d730b514d5318eddd94289578d4545505e,5808597.55,7782883.11,1.0451
0xb39c9e0e764b5c52e6cf4b968fc25bdd1b9678d4,5808012.26,7165317.23,0.9870
0xc5655450d4d738869d003b24b4ded842cea5af78,5723926.35,7003548.25,0.9177
0x0514f2f3e0277c47117e3f33d9390efb0acfbdfe,5706884.50,10023437.19,1.3700
0xead68675ecfbe8bfb5f7b7b039dd3bf48e27b64f,5666481.53,6074324.70,0.8040
0x51e49ce1f4ace38ac815cfe2cef14397cd9932fb,5649452.56,8898712.16,1.2942
0xd76f1c2764a5f22548713cde767b5b752170d6d7,5631717.36,8087102.28,1.1919
0x9a604718a23a01b649e316fd4942378709a8f865,5610245.15,14371128.17,2.0749
0xff8432ea93ce82ef9a8a7fbd2ed160ad9eda732e,5608844.96,6775745.29,0.9785
0x027580f5e3f4324b9141342ac7e66beb74c57193,5589146.72,9236960.64,1.3387
0xe3292ce7cbbb9b4b81119d638abaa2519e7a02ac,5549064.58,991553.56,0.1483
0xe71cbf47fff309813bcea54f3ecf49a5f129264d,5522459.57,13186903.69,1.9083
0x4127143a866bf5d8ad2afb6de8e63164b8ad5bf6,5516568.39,5983292.66,0.8677
0xad4618702998e39697e8ea5b6dc0103463cec212,5496706.00,10110191.42,1.4347
0x71c51b662bdd5d831b0ce0684505ecd3cdee1cb7,5489456.98,6524300.91,0.8914
0xdb34fbb4e7989c3f8957e9e9b346bf46ee0f0408,5478939.99,17608345.58,2.6032
0xe0800b2b28425d476bd115cd9e4c6522fdf3d286,5449965.28,13073208.39,1.8710
0xbbbc35dfac3a00a03a8fde3540eca4f0e15c5e64,5445631.56,11438700.01,1.6961
0x8a25d8c9fa8c7a726137f2d618d85cbc2c083f78,5413865.46,12468230.37,1.7273
0xbd8b59c17f0fcdb6486f4c604174eab5a8877c6a,5337183.06,6259327.28,0.8796
0x86c80d06f3c1638c2c87a1041005786c0129bfc2,5273844.31,8859944.63,1.3387
0x8aecc5526f92a46718f8e68516d22038d8670e0d,5198494.81,14607080.14,2.3322
0x49ae763ed846db9a69a639732caa320fad1d5799,5171171.98,8243171.79,1.3231
0xeb294e51cf2e5c3f6749252fc18d8e1b9c6bdd3c,5165767.68,10298520.68,1.6547
0x65859153491f44e2226ca6ae37347c855158a4fb,5159862.10,6493980.15,0.9439
0xc7f07bfdd7d6b46b31e850f9f7b28cdd3d26e035,5147548.46,7907004.06,1.2749
0x1dc2c9cbaa00e96291090c9749dcf95604929d7c,5135251.28,6180294.70,0.9026
0xc8af7076de5634497e10ebf21325da49cd5de464,5128929.05,10735617.12,1.6922
0x5299b53ea29199dd2b2231f73390fbfbd01938ff,5118104.41,5486486.83,0.8040
0x0156a98f1b82045c10cab22a0640f808fe21beea,5103793.50,6951301.35,1.0697
0xa149612889184c5cf1b14ee82ff05b6fbce6899d,5081843.66,7721260.80,1.2611
0x31078100f05988e15407aac745fcd141f9440475,5073120.11,12065843.60,1.9265
0x7b852ebc448b3638f971bac2c463db6578634f11,5065163.27,20267701.23,3.1506
0x9a6c741c95a138e6de1f3464a0ab6166926abfaa,5063344.30,0.00,0.0000
0x0cd7efcd2c6c68c1f7564893da024032b7ab1477,5001941.12,10885480.91,1.8063
0x657e21723ae99c05c9c2a6032343c7865bcb1940,5001791.74,8131818.00,1.3006
0x4789a334dc66b03b2a3d554a86cfd3959e88ab48,4999968.15,20552210.40,3.4117
0xa152677361aca6c5f633096c0d24fd0a1f2eb64b,4998552.70,15819658.00,2.6268
0xac860a0b1c178303a7f085f3842a157e91a241b1,4998552.70,17086680.77,2.6663
0x39d787fdf7384597c7208644dbb6fda1cca4ebdf,4998030.00,9383002.16,1.4494
0x2eca594e41cab2511855c5c0319e3ad4459b08dc,4993169.19,8737385.15,1.3649
0x8879ae6c281495a5d40dce8015bc3bbf7b109233,4985269.25,9256462.02,1.4804
0xdb6e9e7390e9acc34619e56efa48ade01cff6f12,4968908.50,9096839.41,1.4280
0x99f4176ee457afedffcb1839c7ab7a030a5e4a92,4944601.85,8907850.34,1.4351
0x6e1784b360f1becb692fcf8393a699811af90733,4939399.73,33007898.93,5.2124
0x840cffa2a3a6f56eb2f205a06748a8284b683355,4919135.85,5783580.41,0.9523
0xbccbc9fc2d1d9e9abd0ca132be816bd4f6051b86,4915403.41,8195840.42,1.2955
0xf0a3ea54a0497f60b0e16da289f006c105209fa0,4913907.22,7699467.78,1.2319
0xfb4cb868727d9622258bf2b26a8cfc95f6742669,4895475.35,11808551.93,1.9620
0xd9fd2a6f7127e23cc0a1187bfd56f113beaaea14,4879985.30,11059565.44,1.7677
0x1be8b8bd3126f919245e3664887b762db7546d2a,4799390.63,12978517.46,2.2308
0x6a73204db71f8e054bf9a0680b02ae96f700b595,4786158.82,5578228.19,0.8741
0x10314a9f673476f313a598778fea9cb694856500,4768496.68,6398811.83,1.0735
0xa4aca4f6dfb62681fc0ec4cf662bd19cca15ebb9,4753309.15,5256634.95,0.8847
0x1eb7764bc684b8ea2285b4ca431ad465f989103c,4747364.20,7669561.99,1.3409
0x892745942a4f2c9a0d92f461c89f97818d8df140,4737285.46,7015055.16,1.2291
0x98c3c0d704a99f7739c466c9d85d186d0d494945,4731239.64,5909792.28,0.9392
0x3ee505ba316879d246a8fd2b3d7ee63b51b44fab,4727338.49,5291875.70,0.8396
0x6ed3c871ac6aae698a9d6e547a5f54873b091e18,4726798.05,7132642.22,1.1330
0x83e3e8c045db446203d967e092172da7185e4bd8,4724817.28,6771878.99,1.1896
0x16f037a3ddf53da1b047a926e1833219f0a8e1fc,4721700.47,5080250.58,0.8607
0x93451c4e47a3aca9629add4b0b60707e3f19a15a,4650264.68,7408327.07,1.2426
0x2ff03db08891c0411b4b8434f28c64de428ec3ed,4649856.66,7367228.79,1.2865
0x2388dd8e034e466d1347bb98020dcf5a6dfdca9f,4639480.68,12355690.08,2.2104
0x5792158f2736f261b1e99fa5b791fc4c36a84619,4632820.93,9832873.14,1.5218
0xa45420a6f2bb98406b6c6a5cc1670b7c92407e2b,4613001.85,8002502.75,1.4052
0x2f7e8293e3f7ba8647d56a7d019d478794e1a0d1,4572318.99,12811849.76,2.1856
0x31a5074c519c35237648fa9080e2df87d217bc30,4572317.40,12811849.71,2.1856
0x6723f512657fb15858089704d546215913effef3,4571586.15,4910856.13,0.8594
0xca865bbf6a30c510beee0e6c2b500a71399e5f38,4540844.88,5097502.35,0.8981
0xfe6d5fefcf7fc762f700ae73810fea0cd7840bb4,4498699.84,12777870.50,2.2439
0xc9a4ced896d3e469b3166a482b35cba5020df947,4461366.95,9215984.77,1.7034
0x815f5bb257e88b67216a344c7c83a3ea4ee74748,4459183.35,6005637.65,1.0505
0xe7da19d08df73c9371080a14b8e6fdca9243e16e,4445409.17,9069855.79,1.6144
0x560fb4225020987563c8a3c0850e4ca3dc457be3,4444780.01,8032920.80,1.4490
0x0773ba87a7e1df71c547ee75b1fea7cd9749e619,4428815.17,9436656.50,1.7685
0x610852ad61eeba83f54006d88f236992e436e38f,4375880.99,12308180.94,2.2454
0xa7bec8049f39f3f9e6099153af732311ef46be21,4370703.73,4897192.12,0.8403
0x1e57178029f1b90bcfd86431f11ddb918df7f50b,4349947.98,5066617.31,0.8736
0x0a1518f439b81f8aa896113227d0ee17314ef67e,4340804.10,5315660.36,0.9763
0xb554b9856dfdbf52b98e0e4d2b981c34e20e1dab,4313837.41,5262951.97,0.9760
0x5e0481cad8bff5453635f4770f44b2194ddf6e02,4283497.86,7802328.96,1.5118
0x9996623cb9ede69562537a08d08d606d8d098b9b,4250526.00,10248856.44,1.8593
0xc238d8f8064322934f82200b1790ec83a9dcf485,4227116.33,4530329.77,0.8038
0x91bd6fe7087e50af776e454f7948742da9b058a9,4218557.80,4779891.69,0.8498
0x0ce753a5fc611abb0ea4876d5b894ff56ac2d56a,4198784.27,8716522.26,1.7230
0x2207ff1218db094a719e9af5bc74036a596787fd,4189473.45,9377558.79,1.7459
0xa937f63ba1d69fd7e022fd50628b6d8fcfbde52d,4188836.91,5986614.10,1.0719
0x60d66f312939fe938c963637fa48700b0129f650,4166245.36,5288847.88,0.9521
0xe05da47b1606f0b13f54562b43fdfb994316bee3,4114801.90,4336633.18,0.7904
0xa5a9b9ed4175130a8168419e427f01f655705c41,4105631.03,7776351.76,1.4774
0xe56a192ab8571628ab1ade27dfc2f0cf47221eae,4060404.47,6570212.09,1.3220
0xf195e5f7f3562805cf50012bf16f2138760a3b52,4059783.62,4716362.39,0.8713
0x733e9e4d5647fb3e6c02ccaaa29dc7cddce9f66e,4052519.92,4358014.22,0.8603
0x2de19e81525fd5d74c7cbbbcca585807a9018c40,4051624.14,13789535.32,2.7568
0xcc997fe9fdd5957ca3060af68318f754d75016d3,4044094.58,11644386.47,2.3323
0x9087f0ef2a79f67171bfde8ef38418180338aad7,4032987.75,4423802.85,0.8775
0x645e0dbdb5fc2594b8913d7d7c627afe250ab550,4024539.29,5296801.03,0.9888
0x571da526384e407a72c5229163e2824be56044fc,4015437.04,5963593.19,1.1584
0x70fce97d671e81080ca3ab4cc7a59aac2e117137,4014842.85,12489323.84,2.4264
0xaa2461f0f0a3de5feaf3273eae16def861cf594e,3999974.52,17553061.40,3.6347
0x526e960225ede1d6e5ca9d140cd7d074e6322783,3999468.08,7477882.79,1.4584
0x6ea0088cae8eb6e3d9cb55fbe43e6d1b669a15eb,3999379.59,6765167.46,1.4040
0x76be51aa94fb1c9632107349aab0488d878e4395,3989720.92,8019992.54,1.6673
0x407c5bf6c5d1efc6aabe6a7fe5107837dc65a0c8,3935488.18,9237723.56,1.8309
0x8cb4250518ba9f9a351aa35088c4412b80b64c30,3932568.42,4183040.46,0.7978
0x14b7ebc9ce7ebcd2048be0e0607abc628b0b1f1a,3927635.62,4250443.32,0.8658
0x1cdde20fd300c95427819be44a4fdc8c537361f1,3913794.33,7983065.31,1.6794
0x39c66b35a98e82968944d2e43b39050e56c6448e,3895536.88,8074203.34,1.7203
0xd843412740c6767d3596e5838b6ea1388759fc61,3892300.63,7895017.36,1.5821
0xabc39c4760c20dd3664213b4d50513838862598d,3840610.77,9346460.10,2.0199
0xfc2a0f6fd177c8bf40d0fab7e6027d6f290ef11d,3821619.00,1529183.05,0.2935
0xf93457533efd041d2a5200a82cca718fcdc42103,3812947.19,10469788.29,2.1418
0x0863b4b79d561d328e96c7b5b78c8c884f0dead4,3803478.28,7830800.11,1.6516
0x0d402f421baa1104320f2054074deff1de1bd1ba,3800023.48,8046528.89,1.5234
0x0b5a6a15b975fd35f0b301748c8dabd35b50d8c5,3789424.57,5272676.97,1.1549
0xe4bbe2f185fb37effc311c190d0db2ec8eb46893,3763668.01,4920095.67,1.0814
0x9fa66e265939fd2a8000cfd341a745ecc5f28a2d,3759751.92,7354678.76,1.5258
0x171cc57ca8633532a597ed7056a9e4d380995370,3722906.73,6203042.21,1.3457
0xc9aefca21844fdb3fe8f58d883f908991d757692,3696524.98,11052257.29,2.3480
0xc25d35024dd497d3825115828994bb08d12a3aa7,3674649.93,3995513.91,0.8698
0x4d43aadee75419a4535400dee43690b5fe8c64e9,3667376.45,5394675.07,1.1915
0x0b32aa5c1e71715206fe29b7badb21ad95f272c0,3597811.59,10233709.19,2.2200
0x337132ae95a795caf32a28ddda9a66646b6ee01b,3587295.65,9087836.41,2.1027
0x6833df4e1edb361a04491349833c83a4868abcda,3570249.07,6677033.05,1.4587
0x898a5bd11601fd9101da787c88efe8246e96dddd,3569239.55,3760776.58,0.8429
0xf76d0835f76aa8f6c041f5f5885b13c374ca2dd4,3536159.02,6040983.61,1.3325
0xe5d31ab47ae9b1336dbd7a20552b4f12796c5489,3535578.83,4811196.18,1.1295
0x2079c29be9c8095042edb95f293b5b510203d6ce,3500716.06,11299767.20,2.6791
0x34669322bdfca9e801ca334e7b0e6d69d1f87137,3498986.89,5649877.86,1.3402
0xb4d3bea9d824c4dd7ded7ccc93e6212e3f0b186a,3498986.89,85439701.83,20.2673
0x64cd3fe6a08796f8fa77dd09140ae0f309f79812,3491414.86,4783502.26,1.0800
0xa449733b3a6d26c664afab48e561c8f88bb6782c,3479454.26,3722973.21,0.8025
0xf11f43fe9cc29a6abb98b0badedf36b0bf03b3bd,3474509.86,5671773.79,1.2733
0x4df0bd70dc9ad30f5c742a4bd2c0ec1b4b1af965,3450437.45,5809152.84,1.3974
0x9332d0ce5d45184515e0ea85bf9f4af09cbf10af,3449614.06,37945149.62,8.8998
0x757db7c1d65b1d3144e2afb3de8aa3d6ee87594c,3447408.34,5672670.55,1.3658
0xddb4c8adca21fb042616a6e01bef07de956946f2,3439004.71,9223426.41,2.2261
0xbf16e9b0aaddef8ea03ba2c599a9ebf287277391,3434080.39,6019515.48,1.3672
0xa4111a2905b38377f0eac186eca7686a12ff11f9,3425083.78,4018866.89,0.8800
0x249eb5069256154162735f5e48e4a54672c82914,3408066.23,13358120.50,3.1085
0x10f55124d18fdb27acce089160185f716a7aebd7,3399015.84,8209266.05,2.0046
0x826f277664a350addcd66ee6b7b3d1a522ab3cdf,3394490.30,3709015.04,0.8741
0x5043f27bcf64c21992294ff882b4bc16042e8083,3382633.19,8719498.62,1.9891
0x11ec133ec18d2a7ecc48898c84e4395b961f1359,3382542.63,4777632.49,1.1017
0x8bffe4024468f434e164a805d2f944c307f3628b,3380839.01,3957999.06,0.8780
0x6fcfb789a593762557177fe9548e44d166f91ed4,3375601.12,9313524.34,2.2348
0x8ef2f341d145d22d0b5516dd54acbdd978053630,3343743.43,3818043.67,0.8564
0xb81765a9c8c2b91007a9b3f431c880cfb9b997ce,3322481.46,6921952.16,1.6301
0x4467e0693152b06bbe71d0464c00d02f212cd28d,3320880.15,3633630.41,0.8753
0x38a3f675970f85deba1839b5d46bd9ef5d3214a9,3298612.59,10143882.47,2.4862
0x5b77fff51e506f3966a323ea0d52afd827699bd1,3297365.34,4497747.68,1.0294
0x984292bfd4efa8104de2c568f4a9842f2d887290,3272977.51,4151275.19,1.0228
0x37fba038dda028276bcfd832fee9d8729218ad4c,3266251.29,11819742.40,3.0036
0xf6cd9e8415162c8fb3c52676c7ca68812a34f76e,3240761.80,4602938.71,1.1789
0x02bee1a4e0303d389bace558cf3ea944b95994f5,3240676.46,5312111.21,1.2786
0xebc43f6d73b657c3e4824dce4cec55dcd59439b0,3230212.76,9785582.96,2.3629
0x427b611fa78cfaeef218a9cf0add61d8dd9d8cb4,3217058.59,3420156.76,0.7973
0xb291f15266a525d389a467af383041753fba007e,3210608.93,4708910.26,1.1857
0x62c7d15dc4268ce173cb9398d3ceb8a22b85d1a5,3210188.28,4174423.23,1.0533
0x18d9097791f4983553670a6c6a251fcb75882615,3206511.09,3413484.05,0.7984
0x46e4f1ec613faa131722fe26234b892f0a7e81fc,3199226.24,11004251.10,2.7861
0x14bcd9da052cdc6fe0b9446d5a616d5b7b4d4550,3197989.80,4326103.84,1.0552
0xceef57f6c40a7cb2392eaad101ee0440aa43ba42,3194938.12,4876311.30,1.1905
0xb0809dc7d52aa1112dccfe33958a50186a952ba9,3191867.64,6120616.23,1.4957
0x0d18d7c855668eb1ba06005b199838f38e00d7e3,3175293.67,4654242.05,1.1469
0x5b661b1773d0e442261be0b0df8a6a5863e75083,3159197.98,4253243.23,1.1174
0xea03e659a2e59c3715c6517afe58541be162161a,3154748.32,3465414.09,0.8239
0xb2c9cb778a3b995f30d1dadb66d1f12372decf17,3152024.70,6869927.03,1.8090
0x69d60ffeed146bd21f7d81dbfdb9dfadb9dbe9c3,3122377.01,5545850.92,1.4742
0xddf6b5699b0c03382d9b45c8434d206890985e7e,3113174.19,5138382.61,1.3267
0x7c1593c39b048bb19e255679ba8505ac7e5f4d12,3105648.08,9273189.80,2.4324
0x601579066f47a1c42796da5678ee4a32e6240d51,3101687.71,3780913.58,0.9142
0x7cc2ca053296ceeb6a865d11eb7b15d8bcbf45a0,3080376.64,3465356.16,0.9005
0x412b9f917ea51238371dbde84a9d81b2807b72bc,3070319.22,7065305.91,1.8330
0x16abe651d7705c59728efe5ce306cd81eaa16a3b,3052239.45,6548660.73,1.7100
0x294125ebe0a93815a68e0165935c521275e2dc1e,3039254.94,4523700.31,1.2183
0x63265e50ff8e7722ebc40034700e86b0412c900b,3036666.78,5381409.62,1.3850
0x10e2e0657b9306fc12e1a86ca56935a8c5cacceb,3033982.42,5327865.53,1.3697
0xe3efe389b8a40dbc16a92e88c34534ddf82d8be4,3020519.59,3201288.92,0.8479
0x5eeae9914daede53b3e770c3d58a59399fbc4af9,3018562.70,3360526.02,0.8906
0x24c1abdd4afd314747bbb1579a1e95dfc40ec73d,3015647.64,3369331.88,0.8938
0x3ecaea0955a099afda83e3545bd9bcf40b85f381,3012482.42,3277162.02,0.8812
0x42283fa21d5642c1744c2888f041ddea5d79149c,3010754.32,7843925.03,2.0321
0x2e2b6070bec9be9f50887cfe306ac6ca93002fab,3008460.08,10808269.49,2.9669
0xc367f7e88a5684a7712c29282fb41765281df68f,3005680.68,10585326.12,2.9231
0xcd5b8d59c614bfdf4c9df6864c8a426e093a17b4,3001146.69,7108588.22,1.8822
0x1e110343ed23533c5009f1786038616279a66677,2999980.89,9974327.08,2.7596
0x09d0d815cd6cc2ab86cf61cbdd5aa14ac0020866,2999131.62,5700347.11,1.5776
0xb8462cdc4a214694b029870448cfd32ddfbd05f9,2992654.65,3304516.55,0.8834
0x68e7e72938db36a5cbbca7b52c71dbbaadfb8264,2989742.23,4098640.49,1.0693
0x54be3a794282c030b15e43ae2bb182e14c409c5e,2988732.56,4187283.09,1.1122
0xe0af41debfecaff241b2b275541344d9fb4c30af,2986912.97,10404348.20,2.7170
0x6249099e4a2aacb70621c432d537fe6bbdb5251c,2980304.68,4329413.57,1.1378
0x6dc12064abf4ae32b28749b124063f601ef3fd9a,2974587.39,6200259.94,1.6673
0xd2ac55ca3bbd2dd1e9936ec640dcb4b745fde759,2970334.82,5915625.42,1.5534
0x64f80d81f4ae9858a9e92dce8d19ee1686cc8e04,2969888.42,5849187.17,1.5137
0xebce5936d8bb62a1ec7350e17ccc559d0394fddb,2968930.06,8346051.78,2.2004
0x144e9c479ce1a6a239579b19960a34a244ca981e,2954778.37,3204587.14,0.8676
0xbd32ab736f4db0a1b0a8454946cf956cd0254656,2951117.24,5281957.72,1.3961
0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,2942609.65,9207594.70,2.4514
0xd7583e3cf08bbcab66f1242195227bbf9f865fda,2937940.87,3203638.49,0.8723
0xdb3571851b7a29083c29bbb33ac89a528d87f7b9,2916251.81,5556648.98,1.4862
0x665671de9ac530d7bb982bc440be9741d25c3eb0,2912646.68,8625336.16,2.3987
0x0c0abec98df2f8787ddb83759e30524e15406595,2912475.68,5478853.42,1.4973
0x39d2ee127ff65c595648befe1bb45aa59d7753a4,2890001.33,3346294.68,0.8684
0xb96485fde57144324781a7abf9da12866a94bde9,2867216.35,7502578.52,2.0410
0xc65b975d471d33a83a746bb69fd72a84b57adb93,2861065.57,4417762.34,1.2044
0x12aec257cae91e6fe63d8a265688ed872cbe0e47,2854495.19,4861698.67,1.3864
0x982ddd0c8d1376bcf319e42d7d70dcdd244433bd,2846837.01,5438027.67,1.4900
0x4c9f7207be28278b9dca129f2e211acfff48fb01,2831008.81,8583397.86,2.4894
0xe5a5901bd4f22ebea7d2abfc842355eba0aaa0e4,2825215.53,5229651.05,1.4438
0xfad32859e65dd2d0007d093468d1578278041d18,2814703.36,4539864.42,1.2901
0x6eb945cc9e5b59f9561f2a1cde54cf18dd81b64e,2813289.21,4595344.16,1.2251
0x99c04ae385e3c247d8af67b193357b79ade10cf2,2807219.55,3021137.16,0.8610
0xe154ee67cc3b48ec5b5e597854b9fa1c68bbfdef,2799692.18,4324138.91,1.2047
0xdd38127788f0247ca387717f9e5ba3ce66685b7a,2789539.72,4102610.88,1.1472
0xa2e438cc6daf4e978656d1da11d056524e37a0aa,2786719.33,5167154.53,1.4547
0xcde24a1923d3657b808d66b9617b4dd0c0d6c0c2,2785320.38,6183892.06,1.7317
0x654d8677a6a3776a70f0d453b46cf6223ad52686,2778777.40,11872964.87,3.4609
0xf44431967d8b3ae3a2a994ac9fcc74a8d35f9156,2777293.43,4694455.19,1.3184
0x8e51a91ffa872d2cb9651f5bf310d9c3357716c0,2772611.85,8744170.72,2.4599
0x35f0686c63f50707ea3b5bace186938e4e19f03a,2765752.53,5176262.36,1.5200
0x508e41dd4fea917012eb6578fcc177ee3e05fda8,2757830.22,8708821.10,2.6210
0x93a72b6cb640120ceabf3948506b16a96bbd45e0,2749372.54,5792111.88,1.6011
0xcf487f0bbca7fee1369617c393bc29d8cec03874,2746818.87,8610952.08,2.6020
0xce1ee57e8de511bbc11c5bcfc4b22efa062f8bb4,2703101.88,7917829.40,2.4180
0x518d5c9bce6a247b08b4f8354ca16d1378640c83,2681753.62,3007108.00,0.8971
0x35cf0e0d31e21c6ea896944b8d3ca48ca660bd6f,2673348.07,3922954.89,1.1668
0xe16c2a4666032e27b22818c1c7ac7fad1aeecceb,2668340.95,6301570.78,1.9601
0xf8e4517dc4fd4bfef9903336adb1ede20803430d,2667015.94,4459082.65,1.3190
0xff8559f5f4c7c677a1d958313b61dc8b31bb7f47,2663668.67,9707984.18,2.7818
0xe7af87c6c6ec02cc7ee98c3adc555e4231dce8f3,2660610.81,5786443.56,1.8051
0x26ad4f84cd20102c4a7fb9d14bd2661a0d66f96d,2654914.47,3552606.07,1.0437
0xc7218ace51373b6716b7ff3aeb36fbfa75f2c8a7,2653623.39,3757368.04,1.1469
0x7df25ed19086f00e0539c7c9a2a6234e0689905e,2653004.66,6462931.02,1.9732
0x738264d3a846d52d401dda048228d9bee0ffdbef,2650926.04,3021433.06,0.9123
0x1349be152879937339ea7e4741d84a2ea1483f96,2625664.06,6811002.08,2.0233
0xfa086057948378ce46159aca92a4455c58ba1a46,2623895.38,3056087.76,0.8735
0x3bb3892ce3f41a783c8def2ef3b022794a2306bf,2620906.93,4988399.27,1.4846
0x13939d994b1a27753de29adddb56d175e846608b,2617762.51,8716123.33,2.5971
0x10098de28ba6928186954fcc18ad919040600af3,2606302.36,4839200.88,1.5040
0x5dc93e0046436eadfb72f6491e0e21594b1f3eae,2599247.40,8192322.89,2.6160
0x82d5d7c66e0fd623ceca1d7ea34fdb8132002523,2590955.62,21470616.87,6.4892
0xbcd421777df026978889274b98a3bef4cb2c779c,2576707.19,4338014.72,1.3172
0xfd93166d4737938e2a2b2e9f237c03bc12a09e0b,2574016.39,4538101.16,1.4633
0xa470ca0a3e5ff250cc8612b62f8a0703f92deb3a,2567875.28,4232625.28,1.3681
0xc2c89a0216d4e2722d40e90a40bf6e483bfe7f5f,2563786.53,2786592.35,0.8695
0x1b72bac3772050fdcaf468cce7e20deb3cb02d89,2563118.29,6198165.75,1.9000
0x0913ad33a83ac434c2ef2a0a3ab2a67ee706288a,2559803.57,4357746.65,1.3279
0xe9670b472796db7f88ca9973f58aed7889fbe424,2543696.60,4553232.28,1.3962
0x4a48753b1a184e7eeda58b56797c43303b06e790,2540401.24,4804996.03,1.4753
0xd0b8dfcf9da999db981a60a8da6584e8e52b757c,2524222.97,11207898.31,3.6853
0x9f985eafe393958fc43b4ab6dba85e768dc47e0d,2523977.56,5231554.81,1.6167
0x670fbcd11fd54908cabe97384f0d2785d369dcd5,2521827.10,4357560.93,1.3478
