scenario,bad_debt_usd
2307,1357527193.0299132
2308,1359980869.384128
2309,1329449783.280379
2310,1369911963.2559106
2311,1383449503.6692162
2312,1377069459.428647
2313,1354225495.3602138
2314,1315028539.3015723
2315,1360976050.1521873
2316,1357190399.264604
2317,1330430051.0358346
2318,1332619801.0030928
2319,1366619773.7376707
2320,1367640399.9302754
2321,1338609278.2919366
2322,1403972766.915563
2323,1354738479.5283754
2324,1336414920.3715258
2325,1348052298.335403
2326,1293294269.408121
2327,1340507615.6868248
2328,1372078085.9354594
2329,1345274576.732902
2330,1370129251.585576
2331,1308140656.5876846
2332,1321653164.1628304
2333,1292333037.8519638
2334,1401375473.0192
2335,1343696564.1484795
2336,1346625920.2504678
2337,1349726940.0490897
2338,1400421780.407706
2339,1351667689.885217
2340,1380171478.3097575
2341,1363168591.9006252
2342,1402001895.9051914
2343,1382746068.2300453
2344,1355488008.6497397
2345,1310460720.920001
2346,1420357365.1431484
2347,1340052512.450227
2348,1363285778.009677
2349,1348488476.1984031
2350,1424900490.4302976
2351,1377776422.4575973
2352,1335136747.4116652
2353,1354925817.4019103
2354,1370308237.604834
2355,1379591103.64761
2356,1400648608.387033
2357,1352043667.2853036
2358,1308785667.2785199
2359,1332620927.010077
2360,1313923418.9841154
2361,1361206854.8117447
2362,1432602465.323848
2363,1368094975.1169214
2364,1342618735.2211802
2365,1365522845.4808104
2366,1325733959.378527
2367,1376695029.417059
2368,1358102948.1639557
2369,1308187009.328703
2370,1314364812.355524
2371,1342280456.8168602
2372,1341653994.7228942
2373,1297230191.0794857
2374,1351136322.639799
2375,1364474114.77918
2376,1375127928.2556703
2377,1263557352.2928398
2378,1371530331.8593752
2379,1325063182.2490575
2380,1366342136.1804924
2381,1369953913.6833918
2382,1363927914.0236747
2383,1374819983.65555
2384,1341020731.5035975
2385,1323980805.603094
2386,1395425403.7032363
2387,1385907133.0417664
2388,1381711428.829474
2389,1379344010.2803082
2390,1366374517.6688206
2391,1372587495.1333363
2392,1390020813.8593247
2393,1352121310.697681
2394,1349778502.141761
2395,1342952344.9529862
2396,1382418772.5537355
2397,1304719506.1519592
2398,1378060635.887494
2399,1349852422.1064017
2400,1336896547.0097983
2401,1345487120.3029962
2402,1364346475.21789
2403,1363762702.199667
2404,1373647833.7481236
2405,1299064596.578067
2406,1363611185.3891232
2407,1412209533.3479953
2408,1332368310.8342884
2409,1345269442.7960165
2410,1353409144.7198393
2411,1386024890.5292878
2412,1352596798.9605193
2413,1321584855.6636546
2414,1323707028.7165096
2415,1366310345.7895555
2416,1399359778.3991685
2417,1313966093.5511382
2418,1383740587.7842739
2419,1362640826.8157327
2420,1380741622.081734
2421,1302717755.1024377
2422,1349869721.4306438
2423,1369930281.4082937
2424,1349823414.9927955
2425,1322657620.6536164
2426,1359624515.2324522
2427,1380968161.1633527
2428,1329949462.7777262
2429,1325266012.4681675
2430,1316018362.653597
2431,1344987150.8226635
2432,1391015236.3524947
2433,1350128063.2639656
2434,1357338629.6022794
2435,1375052488.9996476
2436,1371096898.204359
2437,1334931121.3947928
2438,1329010838.392404
2439,1375933260.6225915
2440,1327083265.0656025
2441,1305268335.2831175
2442,1366135535.8812304
2443,1364901333.9772217
2444,1365793753.5629592
2445,1425757268.4418933
2446,1346744118.6166193
2447,1330295733.6841218
2448,1352993518.0377958
2449,1387796904.0399938
2450,1316899604.2376733
2451,1338498343.347957
2452,1310732139.6159031
2453,1260135105.89442
2454,1347062622.0113835
2455,1391966602.2906718
2456,1391018304.2802632
2457,1369430097.351512
2458,1298762684.9122746
2459,1350133296.6325276
2460,1346099918.330623
2461,1330351289.641972
2462,1349163144.9128153
2463,1352997011.1050444
2464,1370748353.4286344
2465,1345514794.2306385
2466,1329596873.8801074
2467,1354022644.3776114
2468,1387602982.48008
2469,1338183649.5741687
2470,1333683804.9754987
2471,1327974487.3515663
2472,1353410807.7730079
2473,1390464863.8497028
2474,1339930217.1178267
2475,1376558168.1134608
2476,1353937932.491528
2477,1327778734.85945
2478,1354121256.8393066
2479,1319200264.0259297
2480,1274112217.4268708
2481,1358093400.321722
2482,1368728920.7761376
2483,1311812389.6327379
2484,1303974894.6842144
2485,1365667579.8513105
2486,1383582419.5188875
2487,1328948456.324289
2488,1328414367.8988423
2489,1283015459.8293405
2490,1379206070.408889
2491,1356905983.399857
2492,1302340571.2058153
2493,1300616517.061306
2494,1314845201.8664582
2495,1386851906.187068
2496,1393858653.7753186
2497,1375463177.8485954
2498,1329971412.89523
2499,1320934313.495852
2500,1354014324.3035843
2501,1345130688.424529
2502,1393895601.8044648
2503,1345879261.8625517
2504,1319857166.8727152
2505,1350944561.215851
2506,1385416088.9596317
2507,1327742146.225882
2508,1332927047.4721692
2509,1340986543.2030742
2510,1370943013.8645756
2511,1353725751.082435
2512,1360458686.3700087
2513,1315600531.5346818
2514,1388720114.481508
2515,1378872430.5694451
2516,1292053152.0575907
2517,1376837699.3684335
2518,1390708735.7396257
2519,1348895740.147245
2520,1345290667.898194
2521,1408572787.6126792
2522,1312366347.0991073
2523,1389807953.618362
2524,1370067842.9723887
2525,1395444943.613302
2526,1348167449.0553539
2527,1338831519.0219278
2528,1297264071.243
2529,1376853751.200175
2530,1297470453.1874313
2531,1368472907.950311
2532,1398496034.756781
2533,1406930906.0152116
2534,1391926794.6389825
2535,1311863765.5436654
2536,1309810683.380175
2537,1372874931.587982
2538,1349619009.306211
2539,1395339579.3139396
2540,1315555157.3278613
2541,1256088269.1926017
2542,1348292704.4865074
2543,1384603529.2473836
2544,1308193496.0445704
2545,1329830568.0882316
2546,1307118522.2297497
2547,1379339704.9211562
2548,1373981851.451364
2549,1346488688.0066042
2550,1280056567.1146393
2551,1359244202.1228445
2552,1370779375.0151727
2553,1340158141.1011975
2554,1362697145.4997842
2555,1319151797.24315
2556,1373836684.5459013
2557,1323670580.0616534
2558,1324927647.5032365
2559,1363058864.874032
2560,1302138727.8097181
2561,1319346753.4082582
2562,1305538425.2492206
2563,1394714017.8945842
2564,1331394280.936083
2565,1306569099.7694626
2566,1380953132.8845975
2567,1361712438.4309783
2568,1335563746.3106754
2569,1370455108.3930678
2570,1374840261.2464883
2571,1333393646.2982442
2572,1366964433.4571652
2573,1318652977.2040374
2574,1393221224.2122357
2575,1351672815.4636023
2576,1372633336.4711363
2577,1333149209.992637
2578,1372083413.3263857
2579,1305431899.9196868
2580,1363182478.538134
2581,1311435154.0820067
2582,1361099840.649076
2583,1332763026.19807
2584,1395584428.2056038
2585,1354880591.9009585
2586,1360881187.3800154
2587,1354481152.078495
2588,1368320105.0695515
2589,1355297821.3589892
2590,1402492117.0250456
2591,1400411800.526924
2592,1336729406.6982741
2593,1379027423.2797632
2594,1329598974.3721182
2595,1351972611.9318364
2596,1387646117.2538111
2597,1347023950.699444
2598,1321576029.561878
2599,1362148410.286245
2600,1386517205.7381237
2601,1353698331.6169713
2602,1385532193.3153687
2603,1338372982.9176784
2604,1384846242.2129538
2605,1391401008.3844876
2606,1419683280.816041
2607,1317029712.9774077
2608,1347472742.5034966
2609,1353472913.7218835
2610,1350866518.2406247
2611,1355742288.452759
2612,1398905513.6611612
2613,1359925712.3964295
2614,1321042036.9486566
2615,1361630733.8442814
2616,1303105401.3589342
2617,1389103783.27939
2618,1363558738.6367238
2619,1357510582.1222875
2620,1315640817.0838518
2621,1323672395.1262138
2622,1344276171.3459806
2623,1335841925.774835
2624,1294138960.4592927
2625,1371448966.340196
2626,1326364834.347049
2627,1377004794.9033113
2628,1342814786.338175
2629,1356948028.8779786
2630,1396393065.6311262
2631,1351196007.3413646
2632,1363207885.327927
2633,1361930682.4108484
2634,1336727977.9018376
2635,1376649973.3388805
2636,1372882974.8459036
2637,1359135167.674838
2638,1346375024.6524446
2639,1426649974.4146438
2640,1355580219.137867
2641,1289071701.5330737
2642,1316804332.5058079
2643,1313192359.3364592
2644,1347989181.2259927
2645,1396111659.4695625
2646,1337404196.066862
2647,1325318088.1519194
2648,1367020353.8711085
2649,1369812036.9530194
2650,1364565111.7046947
2651,1362269905.3418124
2652,1342033486.561861
2653,1371198088.115834
2654,1389286388.9817262
2655,1379794657.9907522
2656,1297652942.3594766
2657,1401128168.2309473
2658,1333241523.5078194
2659,1328710667.0857646
2660,1375600504.4717968
2661,1360386073.9514105
2662,1388531114.7196355
2663,1367034436.5343287
2664,1291695580.389719
2665,1387768851.544399
2666,1413588317.665371
2667,1376773935.9441364
2668,1370904063.3051186
2669,1287235732.5425904
2670,1422132634.7669916
2671,1378640619.85754
2672,1363161183.3655572
2673,1371248358.8836956
2674,1332694069.227026
2675,1292655469.4567478
2676,1321221833.766659
2677,1390844476.3871388
2678,1349663781.6603801
2679,1313566893.355011
2680,1379749131.6285286
2681,1307942920.1760433
2682,1327104678.0200493
2683,1328975670.0414639
2684,1344754951.5402167
2685,1313071447.355064
2686,1354115987.2492387
2687,1308628707.2160127
2688,1325839947.7735615
2689,1312835512.750516
2690,1363641302.8016744
2691,1350309144.4900615
2692,1363236482.0145032
2693,1406600210.1986616
2694,1392734729.594531
2695,1361733895.4603415
2696,1351402410.985657
2697,1344605314.1354117
2698,1361615544.8846877
2699,1360091030.027227
2700,1325653653.6381798
2701,1334485092.4034972
2702,1415997189.958805
2703,1397346842.947108
2704,1331009465.1019778
2705,1315453868.0130174
2706,1298329010.0232089
2707,1352056997.0927467
2708,1352364485.601063
2709,1386536042.6940448
2710,1372445114.019097
2711,1316867445.1561007
2712,1381858943.6824176
2713,1338889189.3995295
2714,1372625760.2894652
2715,1349279311.6019375
2716,1274191344.2576528
2717,1395671558.892282
2718,1374328882.9466162
2719,1359197128.3330293
2720,1339237995.362449
2721,1342235622.5304217
2722,1337391215.687334
2723,1329954662.5555835
2724,1377551872.013005
2725,1340876758.588783
2726,1359206595.6082494
2727,1348146007.8111465
2728,1356035095.488771
2729,1364359639.2436857
2730,1376419575.5187593
2731,1299550958.2401574
2732,1286264223.1852052
2733,1368995366.2499263
2734,1334376024.202395
2735,1305603641.9403512
2736,1351566832.9742675
2737,1345837527.9005826
2738,1434290440.163591
2739,1344389770.258709
2740,1347399154.003836
2741,1306505349.8981063
2742,1360827856.1569018
2743,1348850573.1566885
2744,1338330797.9930608
2745,1323072888.97496
2746,1397171352.5210783
2747,1343080749.1534953
2748,1341334435.1977572
2749,1411258943.0459268
2750,1395878889.9117324
2751,1343095989.0577428
2752,1307055684.0386012
2753,1379861905.8454678
2754,1347566473.515889
2755,1370537663.0448668
2756,1387345494.8257284
2757,1334448484.2703094
2758,1408825486.3916736
2759,1386259156.0409653
2760,1389707573.9573581
2761,1359335343.0235178
2762,1359027546.93637
2763,1354300135.6866271
2764,1376624019.1814847
2765,1392223738.9518402
2766,1335125879.4826782
2767,1303591696.0915375
2768,1317267487.8401012
2769,1381197699.0405354
2770,1333073851.6682267
2771,1353818203.8700793
2772,1386505190.2719321
2773,1361762409.3767452
2774,1395650371.92241
2775,1287877017.419921
2776,1326523320.4737704
2777,1354161998.5959973
2778,1388333322.2323077
2779,1407457792.519424
2780,1310873802.4235463
2781,1409291081.709919
2782,1340294408.3139534
2783,1346240428.7946858
2784,1370436938.2091093
2785,1377616263.8526027
2786,1319568300.760936
2787,1322588509.9858007
2788,1363898566.4659624
2789,1399690406.3778832
2790,1373650608.3830585
2791,1351253380.0702724
2792,1396090004.0201316
2793,1342846763.7896776
2794,1292787064.5315013
2795,1317880372.922383
2796,1373110019.9469416
2797,1401294955.551121
2798,1409604464.4685903
2799,1422195229.1183152
2800,1387137134.1421134
2801,1363922609.6972952
2802,1342409137.3793588
2803,1376033198.262479
2804,1364340417.509586
2805,1315919859.0360045
2806,1356676371.2629137
2807,1355755775.3277347
2808,1361392510.9351056
2809,1382420202.59675
2810,1326129220.0241017
2811,1355581388.8700857
2812,1328861641.3207843
2813,1362875894.3698976
2814,1374969075.3851633
2815,1368923274.864619
2816,1339427722.5045905
2817,1381192026.5840085
2818,1358329833.192222
2819,1363164424.207379
2820,1350323923.7702081
2821,1359349665.9783425
2822,1346537423.840792
2823,1365440778.6386046
2824,1339589726.0635238
2825,1373476784.598085
2826,1376027514.0614657
2827,1362056879.9047499
2828,1335223341.904042
2829,1319305395.9503064
2830,1390203289.831522
2831,1372716456.0059328
2832,1376823524.5115395
2833,1318738510.3421664
2834,1369219154.3396678
2835,1345282992.00307
2836,1401660001.9242148
2837,1352754054.0027394
2838,1347044400.9151907
2839,1319481706.7404253
2840,1340320005.616157
2841,1391920865.6463187
2842,1437403896.5759418
2843,1339726739.624642
2844,1390937132.332776
2845,1340209768.7185128
2846,1323287598.2190685
2847,1355550478.0010657
2848,1319555670.613285
2849,1338208030.3303146
2850,1272549359.0882323
2851,1403543226.0282245
2852,1374576984.7859645
2853,1423498401.1311603
2854,1337782740.9428842
2855,1344843459.917519
2856,1386029827.0100253
2857,1392907345.5131476
2858,1374227617.8604736
2859,1314653906.7779758
2860,1349658703.993518
2861,1362254264.2238522
2862,1347991290.0995648
2863,1361700839.3918245
2864,1360199348.170451
2865,1328206293.2277734
2866,1308093448.2052984
2867,1348806852.743202
2868,1368315649.8139286
2869,1353891461.4555864
2870,1341863564.6569128
2871,1344287668.129544
2872,1371543929.267032
2873,1344212315.8627648
2874,1317111324.7085466
2875,1316449047.51477
2876,1351866098.4418519
2877,1288961338.9493988
2878,1318540200.3910506
2879,1399727394.556753
2880,1393652697.7065752
2881,1374376238.7673507
2882,1300065196.1486888
2883,1404761967.7291152
2884,1349986940.0357869
2885,1412353285.7118497
2886,1381505245.199849
2887,1328774711.1381888
2888,1318671721.3658957
2889,1378600112.6332583
2890,1310450401.5919895
2891,1343257097.593608
2892,1319551127.075036
2893,1338832960.5148985
2894,1365609868.2437851
2895,1356582649.3141859
2896,1326627371.602303
2897,1392550586.1639793
2898,1329343353.9364994
2899,1340318995.1373286
2900,1352193870.0099845
2901,1347254586.9507093
2902,1350947623.2774756
2903,1309450719.314332
2904,1385831798.0783484
2905,1352603596.9719505
2906,1349984936.7543392
2907,1322406970.865471
2908,1373078478.4929674
2909,1425589004.5358691
2910,1319005643.5012004
2911,1370467049.906676
2912,1383264257.8235145
2913,1337676869.385122
2914,1334422653.5159168
2915,1325429183.0151522
2916,1395600758.7764647
2917,1358606606.014871
2918,1407918952.4382458
2919,1356875489.8290746
2920,1351282117.955624
2921,1384747153.227622
2922,1366082003.5241508
2923,1406386663.1100943
2924,1373783652.0651038
2925,1329887240.5473466
2926,1363943229.3952408
2927,1368017490.50755
2928,1363355008.7125926
2929,1341033967.7510278
2930,1402674466.489056
2931,1351570487.3414924
2932,1387151526.7268455
2933,1382171929.5401614
2934,1334790140.7854044
2935,1334307419.1681616
2936,1430831013.7616076
2937,1362749098.7006526
2938,1314853347.9735997
2939,1359280070.6145651
2940,1383853348.3862603
2941,1335448032.544036
2942,1333389190.2155118
2943,1351580792.4846022
2944,1363635940.861496
2945,1342138422.55134
2946,1330097051.553839
2947,1414094247.361701
2948,1360839115.5095637
2949,1279819890.3453064
2950,1335208318.469989
2951,1329112099.711976
2952,1357477444.3024867
2953,1319418625.8596213
2954,1355127917.4126747
2955,1327804285.5912352
2956,1344215427.4830232
2957,1405417818.491569
2958,1372066471.3891325
2959,1356235072.5782127
2960,1369941295.361698
2961,1395886496.3665552
2962,1370726263.2750993
2963,1423965617.4436135
2964,1319286632.9255476
2965,1272288079.906798
2966,1413140348.79467
2967,1384632619.9819434
2968,1338751741.956397
2969,1390858375.4735909
2970,1319981440.3365045
2971,1290773441.6750863
2972,1321408190.6286588
2973,1371916108.8944945
2974,1327515506.0702958
2975,1330294606.454486
2976,1327449897.672386
2977,1334213135.647538
2978,1407211573.0955725
2979,1322056132.7370582
2980,1351458481.4770932
2981,1372451124.0523393
2982,1361320774.709792
2983,1370037349.7302146
2984,1363689145.260595
2985,1358376078.845397
2986,1377536903.474064
2987,1351681989.0789418
2988,1369074050.7864432
2989,1350587013.584538
2990,1303701575.4864094
2991,1343373851.2340877
2992,1337494758.4468
2993,1358342141.7899973
2994,1360423675.3903916
2995,1323117744.995871
2996,1401178921.2356136
2997,1355314148.697683
2998,1418120277.2386124
2999,1311419834.221621
3000,1375965495.6226828
3001,1339771400.5769453
3002,1348145473.6749241
3003,1313251876.4856834
3004,1365355882.1803207
3005,1320516272.8817825
3006,1368852282.2461221
3007,1307367482.7603538
3008,1400717180.7378979
3009,1326912701.7596025
3010,1350022506.8345737
3011,1309580364.0526006
3012,1351367589.572684
3013,1356789692.2079241
3014,1378066070.6681907
3015,1331869192.4622853
3016,1361155629.1732912
3017,1300887633.6521828
3018,1393351080.906922
3019,1339602442.674526
3020,1376284137.8001237
3021,1385191231.9350984
3022,1334544167.592937
3023,1365751099.739542
3024,1388653616.676623
3025,1355923321.17178
3026,1344110346.722945
3027,1322221696.4017546
3028,1333709069.9228137
3029,1357051897.6912184
3030,1366327831.6090746
3031,1429751012.398935
3032,1328677092.4206946
3033,1319277933.8974571
3034,1337543722.4361904
3035,1298758514.094793
3036,1403910400.154462
3037,1354929812.570461
3038,1309842439.097104
3039,1355277800.9713275
3040,1391048614.2595751
3041,1336156282.7903442
3042,1357347011.7536342
3043,1363763818.9503706
3044,1337380051.159305
3045,1331651275.376708
3046,1350298616.6152422
3047,1428769393.8264127
3048,1306477497.4403324
3049,1331830820.1340203
3050,1352584864.150776
3051,1293054303.7313972
3052,1323808329.394545
3053,1349834130.4275153
3054,1313232842.0925493
3055,1328866008.7830188
3056,1335409236.0018458
3057,1403552137.472371
3058,1320135116.1890883
3059,1326484399.089285
3060,1371533899.3650112
3061,1398047203.7048545
3062,1404178142.0713563
3063,1315345466.3371792
3064,1370611613.2435544
3065,1305147702.741596
3066,1358032629.4753435
3067,1394956584.916599
3068,1284546274.6174612
3069,1385517886.793055
3070,1362329758.4293633
3071,1385612043.1600683
3072,1371948654.9796066
3073,1354137770.6782057
3074,1333986478.6411452
3075,1372454765.5181344
3076,1355406511.1075246
3077,1325956119.4306867
3078,1318631890.6625824
3079,1343053805.728013
3080,1387101339.3629699
3081,1351411309.7505984
3082,1365037450.489826
3083,1288081853.0473726
3084,1413098129.0831697
3085,1369768992.614993
3086,1391613492.5669303
3087,1358774334.4512956
3088,1311948599.9742036
3089,1313038730.282261
3090,1333412969.1954014
3091,1326644301.1800978
3092,1389529519.946864
3093,1347399884.6074612
3094,1442720014.558586
3095,1388732852.4918363
3096,1376125384.251788
3097,1386829857.7116177
3098,1275329474.8575757
3099,1312029024.96485
3100,1373406312.2962272
3101,1322714222.0029457
3102,1309965384.922305
3103,1366122237.0176132
3104,1373167211.3509479
3105,1315869253.3899257
3106,1359406393.7588966
3107,1419091644.366183
3108,1284679410.9859846
3109,1419912823.128277
3110,1316612069.0773795
3111,1380580371.01067
3112,1337827619.9345896
3113,1481132314.540972
3114,1385336506.420493
3115,1361044988.1988144
3116,1339999697.487955
3117,1379262356.2702994
3118,1353617401.834717
3119,1336018463.1581752
3120,1358262663.1181407
3121,1304424632.5452294
3122,1307344292.9425147
3123,1375942761.833563
3124,1311309874.9896028
3125,1376063800.1492352
3126,1328850192.6781437
3127,1366223227.762421
3128,1376320849.10404
3129,1361316081.0689962
3130,1372070618.2080886
3131,1346706104.2677033
3132,1367032381.5500605
3133,1349041247.0452857
3134,1367351971.8878043
3135,1329890348.9565063
3136,1319120100.313104
3137,1312870258.3864367
3138,1412734505.552495
3139,1378189926.5127268
3140,1309915055.5928023
3141,1280662034.5649107
3142,1330110740.1772287
3143,1365566530.030734
3144,1308405834.9445446
3145,1304848474.8423848
3146,1402884711.7937398
3147,1340988229.9077904
3148,1366980783.3501377
3149,1404891783.8092592
3150,1298045357.6781905
3151,1355566925.8481233
3152,1317637278.0307305
3153,1297871087.6917236
3154,1336947412.0396237
3155,1326418328.6025448
3156,1326067843.0036047
3157,1362139741.8082235
3158,1349351331.675434
3159,1344719982.0031464
3160,1354836128.8327796
3161,1308860964.7274535
3162,1400680754.1054523
3163,1363472009.2058048
3164,1356663510.236497
3165,1336764146.040258
3166,1356454268.1276853
3167,1378044465.2648575
3168,1370199659.0624228
3169,1403944646.195697
3170,1367177517.659913
3171,1355024906.3502593
3172,1336780405.8173077
3173,1390375938.8801553
3174,1302286250.8425632
3175,1331254419.767927
3176,1379174037.012269
3177,1359108528.980312
3178,1402305198.097398
3179,1406461474.4143877
3180,1323312965.221177
3181,1307305531.8003535
3182,1318060105.9595892
3183,1354980446.4661548
3184,1365701507.657763
3185,1436935667.4207249
3186,1341510814.9293349
3187,1310004121.5938036
3188,1339835595.3468003
3189,1276092692.2779806
3190,1349234198.3628473
3191,1355599021.2877398
3192,1310105898.1689348
3193,1348703419.3665214
3194,1335791964.001411
3195,1314364710.7987127
3196,1380566124.410452
3197,1317170179.4925582
3198,1292898318.1391008
3199,1380852735.2673795
3200,1375943788.002953
3201,1308840859.7087042
3202,1355018340.6798275
3203,1361338502.857604
3204,1340472809.016624
3205,1307614085.5628483
3206,1364974201.2548351
3207,1342853933.0961752
3208,1421638859.3265803
3209,1351014574.09345
3210,1370830511.0182636
3211,1379977009.6490724
3212,1291537250.2854578
3213,1422996743.376121
3214,1388992290.980184
3215,1360208989.740089
3216,1351128337.2573109
3217,1353245122.6004267
3218,1354613344.1570733
3219,1375145849.0060062
3220,1406008487.2513387
3221,1329676139.3024957
3222,1377127857.4017627
3223,1320330066.9742007
3224,1326429951.5932474
3225,1336795641.006986
3226,1354537265.7134337
3227,1368721034.1132834
3228,1351014606.5959384
3229,1417120698.7388144
3230,1361368502.3179944
3231,1318404317.3314178
3232,1385624277.5315511
3233,1295269002.9413042
3234,1353711685.023975
3235,1324900981.5418272
3236,1378664761.159309
3237,1309334491.5741541
3238,1386633466.2209983
3239,1339769514.2035506
3240,1340515613.7510238
3241,1404620452.5655398
3242,1367709201.686926
3243,1352703184.308603
3244,1428461321.885744
3245,1420675164.797429
3246,1345734723.896956
3247,1322990176.1019151
3248,1331247483.1930728
3249,1317485313.7811074
3250,1406296217.8428817
3251,1318553797.8072386
3252,1363255507.8174508
3253,1324165365.8883417
3254,1369033918.484761
3255,1365975802.0384462
3256,1398855292.2490911
3257,1340756977.0062091
3258,1352085575.8884113
3259,1314598691.2947624
3260,1349129784.8724272
3261,1337309089.556356
3262,1371075638.8760738
3263,1337121574.6642728
3264,1332753617.486818
3265,1302248474.520173
3266,1357639074.7285967
3267,1395582276.0855346
3268,1353138629.213509
3269,1353729705.873508
3270,1352754997.0615091
3271,1380914529.1359262
3272,1333032661.9609525
3273,1409435619.4783769
3274,1317753340.4174635
3275,1385256010.2156124
3276,1326881511.3465598
3277,1361705406.9300158
3278,1332918478.1751523
3279,1390140059.30925
3280,1332330753.6419203
3281,1359140636.741385
3282,1365632900.7558126
3283,1320513284.0348997
3284,1345176029.1561196
3285,1333623733.8070817
3286,1348896622.3133245
3287,1272934297.7012272
3288,1317610017.8056664
3289,1305081666.5395145
3290,1386464450.3694084
3291,1442168963.6736717
3292,1358560567.9085474
3293,1384799478.7897987
3294,1359828528.2458825
3295,1367255841.242825
3296,1339705492.6643674
3297,1415882782.781609
3298,1342313241.8609345
3299,1396357203.3521113
3300,1315589971.8117392
3301,1422286855.6845753
3302,1347221519.8154538
3303,1364221410.966755
3304,1341984997.4610624
3305,1342229325.8585174
3306,1302220514.5326252
3307,1342154593.5218134
3308,1383415030.5372913
3309,1339420438.002978
3310,1378116938.3178782
3311,1344202098.0183027
3312,1389846769.7186236
3313,1356334012.444813
3314,1340746462.1176536
3315,1302388029.8782914
3316,1360961695.7292912
3317,1341173951.2027152
3318,1397052416.224184
3319,1342763397.4904583
3320,1316734086.3905034
3321,1324419480.4905682
3322,1313412295.7720733
3323,1276109421.7905765
3324,1321163486.2931776
3325,1328535184.2935472
3326,1307397700.7407398
3327,1356863477.3624556
3328,1348029838.8654351
3329,1363893460.835403
3330,1322761329.321478
3331,1362097958.9640713
3332,1364273507.710447
3333,1391535662.4371624
3334,1277112535.8901763
3335,1359848589.0085797
3336,1358113008.6420174
3337,1357757342.3055804
3338,1366136543.42184
3339,1334686333.0253181
3340,1323848189.7877057
3341,1314473398.1060352
3342,1423669964.7946122
3343,1324630920.3001156
3344,1369217358.9544482
3345,1337354169.10417
3346,1369050657.2036452
3347,1325997738.909273
3348,1369721756.7335358
3349,1357705452.575368
3350,1310404403.2724066
3351,1357419938.290582
3352,1379868725.6843572
3353,1336641616.3642416
3354,1331592141.8792415
3355,1340190111.4073977
3356,1377123352.5917468
3357,1391762979.127828
3358,1340874221.2676258
3359,1393479443.7654474
3360,1383707415.597738
3361,1363732460.8516293
3362,1348447890.4063902
3363,1365753188.814155
3364,1352112496.570172
3365,1333710630.936728
3366,1309691695.87828
3367,1368124919.5452735
3368,1282895179.2333019
3369,1350916802.787635
3370,1404854197.8108232
3371,1363655134.1289902
3372,1324621835.7007217
3373,1341252953.5854208
3374,1335073758.2168972
3375,1408436239.4961398
3376,1322950297.4481747
3377,1351690311.1925733
3378,1287299121.6536138
3379,1320456077.3756702
3380,1360662150.0999594
3381,1335635963.2299976
3382,1359441011.444651
3383,1310602457.0881393
3384,1311333082.944348
3385,1380088712.4019935
3386,1303335545.9116163
3387,1356543096.6929286
3388,1335976615.8643103
3389,1367756622.6706834
3390,1353840960.3858826
3391,1299554329.3067021
3392,1309686470.3440442
3393,1354492893.6345057
3394,1337921198.7638586
3395,1401899971.1820383
3396,1323619087.3861644
3397,1366341697.7704458
3398,1324234915.467735
3399,1344274644.9571047
3400,1401117599.624959
3401,1346171858.8461554
3402,1364805415.3325267
3403,1405725353.1565447
3404,1347205263.341301
3405,1359292593.3583004
3406,1349477554.0603561
3407,1388007099.613756
3408,1401230947.624052
3409,1323445911.8231592
3410,1313778049.9961805
3411,1312118131.3282049
3412,1327369052.3759422
3413,1384562767.1084867
3414,1307179890.4044318
3415,1382305054.91759
3416,1305071659.1144714
3417,1381133322.127702
3418,1312020909.647695
3419,1357857002.3576455
3420,1335944448.8110745
3421,1357230407.4879239
3422,1323219789.4691012
3423,1358479655.3056617
3424,1344557434.1107192
3425,1404015196.6320672
3426,1359287583.8450558
3427,1313732302.6340666
3428,1294333503.757457
3429,1301083078.0302947
3430,1352386022.450556
3431,1365453415.6133676
3432,1297502041.9406917
3433,1349082123.4586835
3434,1391781594.7299345
3435,1324523572.3977575
3436,1327901667.3474844
3437,1378046518.4479408
3438,1389380084.431597
3439,1270899544.8373778
3440,1329366414.239546
3441,1352291601.7128232
3442,1302798466.088747
3443,1328443421.4731197
3444,1371486665.4596808
3445,1380198482.0386157
3446,1333823605.8490748
3447,1343935390.4083145
3448,1372448720.3855863
3449,1341016655.0615056
3450,1369579217.374851
3451,1313799566.8501155
3452,1309008968.2189238
3453,1410816099.3956153
3454,1354422663.3398345
3455,1363149234.6993155
3456,1331589205.156068
3457,1367320129.3924792
3458,1364053256.3501616
3459,1351054271.4587483
3460,1408184941.0611215
3461,1294512880.2830207
3462,1350035673.0357404
3463,1371332929.8455873
3464,1340591650.7499719
3465,1361861068.1025786
3466,1366405749.3312654
3467,1319231030.373796
3468,1286237454.5374196
3469,1409829331.793943
3470,1309020052.9008756
3471,1361471843.2450755
3472,1348863152.608203
3473,1348545646.5089312
3474,1328063933.189925
3475,1317377067.524774
3476,1431953138.6439474
3477,1310378432.7892947
3478,1390874528.362668
3479,1368637198.3037212
3480,1364541597.0081818
3481,1356991277.0418074
3482,1323004298.5640397
3483,1326541392.2691705
3484,1348307479.6206415
3485,1358918071.02175
3486,1371464430.7509792
3487,1322425903.223917
3488,1412845572.5636759
3489,1348250635.3969028
3490,1361307724.5071902
3491,1379770461.5812757
3492,1336085273.8359935
3493,1353146229.1664054
3494,1310959216.1202612
3495,1299597644.706471
3496,1342815822.6888413
3497,1387815508.012084
3498,1367498622.7141168
