scenario,bad_debt_usd
401,1390065951.8165789
402,1343474042.6973894
403,1370143853.5352888
404,1352283864.854107
405,1363704954.0467498
406,1335518479.3250735
407,1327325612.498995
408,1327510180.6217797
409,1355580628.753019
410,1408532233.8862
411,1341643941.012108
412,1330180149.6171267
413,1381007269.814508
414,1368947713.222182
415,1365391296.0893104
416,1397177554.7037323
417,1391016849.9179387
418,1343530467.485473
419,1356115035.7360868
420,1274327299.6065392
421,1367692252.6340342
422,1337225619.6236224
423,1365120698.4782674
424,1357672123.8743813
425,1343992288.635281
426,1332683077.9594963
427,1326697248.9884014
428,1295910240.1835985
429,1452637254.6290767
430,1352842658.66687
431,1317962019.8416965
432,1411026900.639448
433,1304255449.4228663
434,1312608054.535369
435,1366511554.3616037
436,1352875619.4122448
437,1373841346.9434102
438,1340711436.7716436
439,1301416495.7192116
440,1379683259.7826374
441,1355333420.214907
442,1313916642.6651316
443,1346136584.4952826
444,1292585732.62545
445,1375654345.3120604
446,1342962660.6017597
447,1407442990.5501766
448,1422338393.385329
449,1398644059.6096828
450,1374758295.3131723
451,1391333932.375637
452,1356178269.3840904
453,1327820941.503197
454,1395635302.2942677
455,1283934777.2443247
456,1322579364.7342706
457,1330502013.0495965
458,1366779199.7485223
459,1359384642.7487555
460,1353628240.4299116
461,1309109243.8914373
462,1455256853.3768148
463,1352961237.740267
464,1355754962.7860975
465,1298007106.4427695
466,1353672732.7299078
467,1351030331.1855438
468,1346241254.8326337
469,1439825839.23021
470,1278060020.2805586
471,1390292978.3404846
472,1355137723.3289838
473,1308423560.0909925
474,1339701165.1782942
475,1349733320.0752413
476,1392755646.1769168
477,1325781300.7568913
478,1378888787.0519214
479,1359139211.179935
480,1299304604.732396
481,1359966266.1755502
482,1323525600.627977
483,1290489942.6066635
484,1366490915.4765012
485,1340924365.4270306
486,1343914337.6010342
487,1373530872.4856412
488,1328937896.9864483
489,1381707995.1105385
490,1356163133.4352868
491,1376134713.2735748
492,1330938651.0334167
493,1337870515.7681122
494,1377098975.0142076
495,1343203530.7243881
496,1383571204.0248296
497,1355848714.6205046
498,1329926844.2663004
499,1313908333.652632
500,1304533161.4422803
501,1326244055.2339802
502,1314513778.4745505
503,1332813239.2463417
504,1312343309.878737
505,1320265684.013555
506,1361398387.9250257
507,1352892351.4525414
508,1335140917.4085312
509,1367842332.0062506
510,1374046193.671622
511,1397130675.9791255
512,1362849383.017685
513,1369344716.0557065
514,1366054605.6039886
515,1313500562.9928844
516,1380394467.8336546
517,1360702854.0344307
518,1415702946.9860198
519,1318186222.5664477
520,1362454062.1478126
521,1355695799.9027944
522,1318456591.6995556
523,1333277344.4061124
524,1318028241.3876817
525,1316131567.7643616
526,1446363993.1059706
527,1415448352.1884964
528,1365362718.8988047
529,1305118414.4353242
530,1397634631.0309713
531,1344026477.92378
532,1356335876.3602207
533,1293518695.0571785
534,1361153003.6521585
535,1372647251.063067
536,1358601740.1615298
537,1339962780.8178246
538,1314109183.8466108
539,1325424484.5524285
540,1326271865.410824
541,1309556044.238296
542,1319956014.0922534
543,1359209922.500322
544,1343612168.1523776
545,1321823717.5430617
546,1329592704.8212357
547,1404567163.8976388
548,1391376111.643134
549,1366759056.3785381
550,1376622802.8779593
551,1326605218.1434758
552,1301118194.9260228
553,1316108530.5817816
554,1352442236.1991029
555,1344473608.2426653
556,1342266598.0974317
557,1358420549.7149868
558,1335940822.5521824
559,1400615259.2093313
560,1308313094.7449336
561,1354191745.749292
562,1344206989.1239755
563,1430645402.846072
564,1383962147.8425038
565,1363042349.9230428
566,1338254198.7106955
567,1380464164.1643052
568,1344793791.422001
569,1294848225.1378748
570,1409225874.0401206
571,1345893772.2545366
572,1351578646.011955
573,1369597581.7398503
574,1361728536.0161734
575,1316009342.1428118
576,1305539303.733258
577,1366536205.6961887
578,1311015458.0684164
579,1305475223.757424
580,1312906250.374119
581,1362201891.0143096
582,1374568708.8875875
583,1327193491.4615762
584,1322675001.285739
585,1376997891.3999338
586,1361748688.5875874
587,1375819253.3177953
588,1350251817.2101376
589,1346054113.2870164
590,1308452712.2676363
591,1356756379.6061947
592,1387317259.8205903
593,1406429953.7050135
594,1337384078.5595088
595,1430705201.270765
596,1357466687.9481657
597,1304461499.6558084
598,1330273016.637294
599,1396817123.6400206
600,1339574752.5355463
601,1372445940.2079523
602,1343206591.3372862
603,1398893682.0273287
604,1395894866.2772603
605,1325565234.7341926
606,1296485751.6825082
607,1361757859.9542358
608,1312033684.96612
609,1366210520.8394482
610,1291879739.9292598
611,1339488628.687604
612,1314713324.3245564
613,1312962165.4604387
614,1334586558.546571
615,1385649412.756818
616,1344926888.0190449
617,1393343319.4503953
618,1339498349.5066383
619,1356137046.5320532
620,1345250964.6948822
621,1392546957.7589576
622,1404621076.1660116
623,1323026103.3200188
624,1385340962.4558876
625,1361186675.0423765
626,1306045490.8339727
627,1327760993.5606093
628,1315766653.54346
629,1356374843.765631
630,1396767498.2516856
631,1361804179.597102
632,1328090023.8569818
633,1365410338.3131807
634,1364497461.1791024
635,1346249780.2285092
636,1357906312.4996958
637,1299848501.4018304
638,1294685739.8678672
639,1412672683.8522596
640,1420640599.3947113
641,1333686841.0805752
642,1363791812.7064967
643,1382631846.0633926
644,1353420418.5400965
645,1366077496.0277896
646,1381125044.622428
647,1389399649.9331846
648,1418668000.901014
649,1355356502.1812184
650,1346124823.5280309
651,1389484346.6860516
652,1433703821.0202882
653,1358613281.4728596
654,1340701071.848578
655,1339660992.8787296
656,1391282969.5487103
657,1354615126.6777284
658,1431295191.0454092
659,1278909490.87976
660,1340456863.7525277
661,1344195704.235185
662,1329665556.1818438
663,1367718281.9488857
664,1396880179.8656404
665,1394025119.9130933
666,1376597526.8954248
667,1365977407.8462875
668,1376808155.7139752
669,1359386085.3566425
670,1353681399.6019127
671,1330136953.4805596
672,1329421307.4918873
673,1371392215.0677984
674,1415374397.128957
675,1314112175.6413004
676,1324927310.0906816
677,1349966333.0260286
678,1391642391.777263
679,1355155291.1424062
680,1308208942.9480708
681,1362403556.0236015
682,1377847820.201425
683,1311796765.2081625
684,1402728906.8606071
685,1459925326.930103
686,1379365435.3262591
687,1329532346.0737083
688,1352952865.782665
689,1376911007.1910546
690,1330456685.2615168
691,1361820190.6680486
692,1334406771.1655252
693,1313578478.056431
694,1380157569.0291386
695,1343876515.198747
696,1370975785.3510666
697,1351844554.1730669
698,1360047393.817851
699,1354762479.2017462
700,1306245794.463753
701,1320148616.7506883
702,1350238055.3565602
703,1456200551.793806
704,1327798551.7923505
705,1318975822.4703486
706,1323442745.264781
707,1380843533.595302
708,1391488837.0728238
709,1390716899.7827203
710,1365649527.2700922
711,1411661218.1863668
712,1291820577.7602124
713,1355507445.8667402
714,1324583117.9510956
715,1317416076.4414208
716,1292147413.6269453
717,1392643821.1027617
718,1376764936.1535504
719,1370739130.162642
720,1339696480.2877493
721,1328435443.3574176
722,1280878596.7341554
723,1334461333.6913898
724,1326563679.0952969
725,1331390614.346584
726,1312422850.5413141
727,1359890553.5809605
728,1388581045.6637988
729,1378960059.8977425
730,1353939342.521467
731,1395066943.3285472
732,1388620388.593421
733,1349312821.0608468
734,1356624719.9910069
735,1317012840.291786
736,1383157958.7848058
737,1414813670.9473958
738,1300286964.2147493
739,1295813856.5726414
740,1367067581.9009998
741,1367774312.2804942
742,1361794425.6772292
743,1338971716.838885
744,1416958181.4108005
745,1353264270.6161947
746,1324939091.591914
747,1280665495.0162842
748,1370668373.4150243
749,1269032717.2815812
750,1313265998.912958
751,1324456325.902726
752,1361128067.9995728
753,1331791698.6086571
754,1337290188.050108
755,1322361053.2726579
756,1267249559.7924838
757,1281202008.6899858
758,1346183572.8640878
759,1385750038.30451
760,1338631757.5984087
761,1375141464.7203398
762,1389553270.5042665
763,1298254994.036393
764,1403587633.0725954
765,1315478425.0382876
766,1337094623.447327
767,1389481622.5871985
768,1297633855.6946878
769,1281971722.4123564
770,1353192099.799224
771,1309928538.0875628
772,1402627744.417024
773,1385198654.0783274
774,1335585845.1899455
775,1361031265.7022986
776,1350677943.803209
777,1334444657.3843522
778,1312534364.860511
779,1363864195.974383
780,1321968599.1075327
781,1295690672.0593762
782,1392424444.5048664
783,1308011688.1358619
784,1324594122.0514946
785,1352819189.1916234
786,1353170408.880551
787,1361520957.8009303
788,1339243949.7265897
789,1326728334.0261703
790,1350236983.0263352
791,1343646609.8436291
792,1332540209.2514715
793,1352605472.412516
794,1362404001.5130622
795,1368659007.8386395
796,1378390930.9324768
797,1372410155.3241234
798,1372746839.5890136
799,1349244612.665851
800,1366672297.252191
801,1365714981.404168
802,1415647775.8907366
803,1327938600.0725484
804,1329278485.1474006
805,1315232519.771746
806,1324064929.9418051
807,1291229267.955397
808,1329611771.5762134
809,1368211317.1207361
810,1287277433.7643673
811,1379550395.6250236
812,1370404522.5441685
813,1347878461.5820253
814,1358666674.8542008
815,1373873618.0133505
816,1274195725.2305403
817,1361432863.4087617
818,1330891327.4017122
819,1354881660.0481431
820,1313357354.9261904
821,1347068237.2277389
822,1353734031.8659956
823,1351572109.8429468
824,1318722160.0347729
825,1295210713.6149445
826,1394463298.360967
827,1351243665.952618
828,1292173671.7064385
829,1338089754.8709693
830,1414924459.1945677
831,1286676649.373258
832,1305959586.6085706
833,1339822129.5406048
834,1376674898.1850305
835,1368429886.5106378
836,1395418078.3227284
837,1369411450.346324
838,1358705333.7190661
839,1349887386.6331232
840,1328174206.0796883
841,1357561148.725442
842,1408698204.2807813
843,1351387325.1087043
844,1349527401.9994376
845,1378684520.0241637
846,1339180528.9118965
847,1292546329.7169507
848,1357830658.0990958
849,1339914082.7315612
850,1363111112.591967
851,1346433104.54202
852,1348727729.2635834
853,1361086432.021617
854,1316756990.9927173
855,1395559437.6451545
856,1329787159.8959515
857,1384008602.2336018
858,1364872425.583266
859,1350965033.1059303
860,1404816202.361374
861,1385612911.8054802
862,1331755204.3226135
863,1388032965.227358
864,1319101456.3865724
865,1361810789.2988887
866,1317074716.890306
867,1358958646.938075
868,1361420568.66853
869,1334055497.0725508
870,1357133138.7135663
871,1333132755.8722057
872,1331807956.9955597
873,1372098996.8205
874,1376934756.4360378
875,1280337593.7670965
876,1376149557.9788997
877,1370460566.3304048
878,1300247005.9545887
879,1372666039.9302504
880,1302414283.1069472
881,1325281212.9603317
882,1308163620.185876
883,1317836410.920377
884,1313553680.1370409
885,1360471184.3597896
886,1373363422.7273216
887,1364381275.436552
888,1366903117.4514673
889,1390396512.389252
890,1397170542.1197522
891,1361676344.9056168
892,1299602298.242355
893,1372056912.3280895
894,1378988072.839998
895,1382824157.3280466
896,1353032754.874196
897,1321520790.7514062
898,1336069751.3744452
899,1416479383.7479434
900,1336649254.4312243
901,1364906556.8248298
902,1308961973.7896192
903,1366497615.8943174
904,1303907334.8443394
905,1368813419.001883
906,1363647150.7694216
907,1370454359.47406
908,1361952321.0647814
909,1358350867.696546
910,1319145778.262577
911,1370106220.2013633
912,1339139948.7783449
913,1331144539.3886147
914,1379987367.5115054
915,1350356829.909116
916,1300575304.7742298
917,1332001091.230305
918,1336304063.1322765
919,1349913614.9357278
920,1363362117.0183182
921,1350918528.0488598
922,1356999933.5431101
923,1358600646.7731438
924,1400947721.453527
925,1360469880.3416498
926,1318604389.088056
927,1362759948.252481
928,1357021084.6186724
929,1384295357.5875993
930,1410907777.6387308
931,1390874886.8038094
932,1333139658.430218
933,1361266474.4706235
934,1346433165.902651
935,1329371841.9050217
936,1288232470.27593
937,1366056811.854457
938,1360258744.7464824
939,1393716595.7608454
940,1344137211.9049063
941,1357121694.1895368
942,1372716653.0143318
943,1339255667.9687085
944,1337447120.7038312
945,1374741908.2563748
946,1311990111.1869166
947,1320783297.4325058
948,1355440425.8558655
949,1387353739.486876
950,1357906465.9114742
951,1408776538.0731666
952,1361864443.143733
953,1330458815.7767606
954,1304891412.9141822
955,1387625820.2057695
956,1337471811.8776011
957,1341749969.1335948
958,1364017856.8278797
959,1369684141.7807949
960,1352338293.9631443
961,1315280979.6438239
962,1303740234.1755304
963,1348680443.6674259
964,1310283215.140721
965,1327041014.741398
966,1311725590.4436321
967,1342126431.2597916
968,1390107012.3987682
969,1311538166.572776
970,1400642810.483459
971,1398164393.3128748
972,1296566305.9529443
973,1309822963.5553694
974,1347702030.9900615
975,1342591744.660769
976,1348168573.3185103
977,1346197857.0877302
978,1374544213.854457
979,1398199776.0562148
980,1334386196.6553333
981,1389213370.3853097
982,1400991338.1403947
983,1379414746.5339503
984,1336108388.6916099
985,1347224000.8782938
986,1369155251.1677454
987,1372866369.2234938
988,1382768581.834505
989,1418215129.8079333
990,1393253963.8277106
991,1357473843.7251072
992,1431977349.597741
993,1359510485.9135447
994,1363338466.038924
995,1402917348.2103481
996,1308271962.507833
997,1326762362.5686514
998,1328325352.3971593
999,1356740642.345162
1000,1369474950.799986
1001,1388739700.154982
1002,1366292825.8771346
1003,1409703733.161219
1004,1353953694.0547895
1005,1341921870.266373
1006,1344246972.4027114
1007,1321844002.4948125
1008,1390840174.4926226
1009,1328484552.2840736
1010,1395592424.2299395
1011,1326062286.4825883
1012,1328652962.1854022
1013,1356946759.874095
1014,1350075929.5168889
1015,1367636460.503844
1016,1339705139.2347257
1017,1351064654.3275707
1018,1333505494.5500424
1019,1371012279.4213107
1020,1338539747.205641
1021,1287611829.3618438
1022,1381732573.6912417
1023,1328902630.0074902
1024,1343323571.1575818
1025,1379547145.0200667
1026,1315071075.1228616
1027,1337760990.2267776
1028,1367654667.137152
1029,1328680278.608735
1030,1389249949.8988342
1031,1349509144.2867072
1032,1355143171.2757115
1033,1382322846.3510923
1034,1349992393.9115946
1035,1371793066.7416327
1036,1328521410.462648
1037,1272046693.9309793
1038,1372203442.5237699
1039,1298068512.3272183
1040,1371147264.591701
1041,1309017077.3413868
1042,1372704749.6098838
1043,1336448220.5590932
1044,1377646856.7073674
1045,1378799678.2200658
1046,1446022440.0887659
1047,1385855572.6159713
1048,1336522227.9895997
1049,1324879188.9478335
1050,1347836833.7578013
1051,1395993234.420519
1052,1376635720.7028897
1053,1297948279.1654634
1054,1330383037.4427469
1055,1344513049.555388
1056,1311008744.2921686
1057,1355824018.5467265
1058,1273186358.2303967
1059,1338837872.2770796
1060,1329407353.408589
1061,1328892895.94839
1062,1293575004.8809686
1063,1346038659.9455423
1064,1401999940.1621163
1065,1365897627.0775058
1066,1354318950.074344
1067,1401629404.4256234
1068,1380960571.3133967
1069,1376609573.846494
1070,1321853592.4548814
1071,1374097630.607693
1072,1345263226.9482436
1073,1374195026.1861923
1074,1327190167.8697336
1075,1357568571.5146687
1076,1347426588.0767834
1077,1331750504.5191336
1078,1344594524.5782444
1079,1337457996.3765938
1080,1361098449.588034
1081,1330503244.7123053
1082,1435139419.875748
1083,1340463448.1584728
1084,1317701130.565396
1085,1330866119.7005384
1086,1402547362.6568458
1087,1384748264.164994
1088,1326460571.3001
1089,1353883156.5630937
1090,1376726918.6098049
1091,1346053216.310692
1092,1402017669.7497096
1093,1373180991.7086732
1094,1363142685.1655412
1095,1323311204.394714
1096,1353267429.7622437
1097,1328709530.4759789
1098,1340092206.0488667
1099,1312769239.216309
1100,1372211947.1818202
1101,1373229233.852639
1102,1334265442.2599242
1103,1376710406.1559682
1104,1315205769.6916552
1105,1356960157.4531631
1106,1350598177.3044848
1107,1314411180.7946632
1108,1411488468.588071
1109,1401883411.428283
1110,1321148727.8856678
1111,1362575131.0648565
1112,1314455626.4602566
1113,1353153719.633082
1114,1402533152.6293359
1115,1365384033.5555272
1116,1332751843.2776363
1117,1424159843.9624982
1118,1369314479.8298013
1119,1307806419.0271645
1120,1350262038.884198
1121,1321106524.64225
1122,1367519162.9303043
1123,1330594564.3591878
1124,1321141000.7494767
1125,1381904041.6981103
1126,1366394720.671966
1127,1384580268.1613915
1128,1360558837.1892436
1129,1296299702.3038251
1130,1353395808.6973412
1131,1347105794.1455743
1132,1352492029.649663
1133,1383098285.2343633
1134,1308462131.754755
1135,1387891683.4219081
1136,1315640798.0656302
1137,1410792203.1379504
1138,1355029157.7789195
1139,1345138657.1304092
1140,1351798820.7613032
1141,1398328665.2421138
1142,1330841519.543623
1143,1394129760.0361688
1144,1350967117.8429568
1145,1323435364.9670162
1146,1369559499.7741826
1147,1324022374.3640382
1148,1376622193.4422956
1149,1362910624.78121
1150,1303976561.34325
1151,1326800596.4882162
1152,1330214081.6712296
1153,1338471710.4498334
1154,1358564904.346951
1155,1378418199.5489228
1156,1404557156.1975186
1157,1349203362.1975415
1158,1333398682.9182563
1159,1336944043.8188622
1160,1380804318.0602903
1161,1268617832.0425403
1162,1345787022.4025037
1163,1346152320.6183474
1164,1323762890.6452892
1165,1314464188.6490495
1166,1380373517.160638
1167,1340209233.458924
1168,1333284669.3132598
1169,1315448221.3904185
1170,1356320068.4126947
1171,1390793119.9315286
1172,1388499006.4639187
1173,1332102841.897616
1174,1342582486.7881796
1175,1411746271.2078235
1176,1375659947.3956122
1177,1362726408.5015795
1178,1378878500.518619
1179,1330129122.3312213
1180,1362538627.609062
1181,1356241877.0000527
1182,1361915907.4650843
1183,1399169325.2227325
1184,1341352304.6462035
1185,1372205082.6445146
1186,1345488443.5660586
1187,1382857089.7122343
1188,1343988308.2247062
1189,1349731049.970966
1190,1348043579.3465247
1191,1347418391.4456713
1192,1324545899.129262
1193,1304921503.5490932
1194,1388589013.2916799
1195,1391690915.695357
1196,1359715420.8242812
1197,1331237294.8268695
1198,1353748358.951758
1199,1352343971.7176335
1200,1379690082.4199944
1201,1381309660.8299665
1202,1400125174.780573
1203,1375022821.158637
1204,1399871788.6592953
1205,1379491829.499474
1206,1362694077.463785
1207,1354471903.7583468
1208,1399028369.5530515
1209,1320368799.950793
1210,1328748495.601721
1211,1397590856.7091024
1212,1376486147.7616553
1213,1385241451.7366004
1214,1391143316.266373
1215,1342932408.5748343
1216,1338839125.4639297
1217,1318685549.9034808
1218,1349190733.4619129
1219,1307536259.6098025
1220,1352994459.3553016
1221,1297223620.09213
1222,1343325263.1196778
1223,1304856055.1594002
1224,1312558010.4169292
1225,1323740095.9261472
1226,1368609424.1014214
1227,1339627822.0760303
1228,1369034102.2722704
1229,1268941510.8970916
1230,1425402010.1792583
1231,1329548309.5027387
1232,1370048970.3193734
1233,1311805887.6294749
1234,1333105309.5330312
1235,1340969772.2838871
1236,1363822042.6909328
1237,1433270161.4422965
1238,1346707493.864319
1239,1323289089.6470222
1240,1344094284.279242
1241,1344871118.7385802
1242,1413550574.541606
1243,1396886991.1787386
1244,1361340105.2907352
1245,1310193445.822842
1246,1390875494.705892
1247,1301517381.243726
1248,1299370193.2640414
1249,1284576259.067673
1250,1402110713.0227268
1251,1324585821.6122966
1252,1413515504.3625536
1253,1338167623.1646252
1254,1402191878.3831701
1255,1313388074.3018353
1256,1368177192.8822026
1257,1361954317.4455237
1258,1375300671.1719627
1259,1295426460.9922388
1260,1393145725.0262194
1261,1309641240.2476146
1262,1357932151.637802
1263,1373035714.8736475
1264,1409750516.1212099
1265,1326900965.5112634
1266,1393535567.609696
1267,1333873289.1091745
1268,1392100943.4917662
