0x9600a48ed0f931d0c422d574e3275a90d8b22745,1542185802.56,1666014890.76,0.8707
0xf0bb20865277abd641a307ece5ee04e79073416c,1361596735.40,1523744725.92,0.8953
0xc6badce2f5e10db90d74dbe023768259ec4699c7,498991277.98,852604982.14,1.3840
0xc468315a2df54f9c076bd5cfe5002ba211f74ca6,360165150.48,173728118.55,0.3618
0xe5c248d8d3f3871bd0f68e9c4743459c43bb4e4c,230301434.78,466783771.33,1.6823
0xfaf1358fe6a9fa29a169dfc272b14e709f54840f,222163838.29,461311596.73,1.7235
0x23a5e45f9556dc7ffb507db8a3cfb2589bc8adad,187227539.27,0.00,0.0000
0xef417fce1883c6653e7dc6af7c6f85ccde84aa09,184879613.20,209101355.55,0.9085
0x9cbf099ff424979439dfba03f00b5961784c06ce,181454001.50,72845918.28,0.3012
0xef992050dff61225ba6fb6018a106a6e2b2569a3,140800870.33,0.00,0.0000
0x85e05c10db73499fbdecab0dfbb794a446feeec8,134990044.65,289420420.94,1.7795
0x197f0a20c1d96f7dffd5c7b5453544947e717d66,132000543.50,140413106.57,0.8510
0x99926ab8e1b589500ae87977632f13cf7f70f242,129886335.07,244007447.69,1.5534
0x3edc842766cb19644f7181709a243e523be29c4c,125626149.40,139822085.79,0.8904
0x6761826e71fa2f47fbd2db2eb9f94fbbd49a9e8a,116463028.93,133635386.08,0.9180
0xd9b12c063d4df75b47bd5797d857c873e3c6b505,111771974.93,123272416.29,0.8823
0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,111763928.28,183783580.43,1.2965
0x28a55c4b4f9615fde3cdaddf6cc01fcf2e38a6b0,105837679.53,263628383.64,2.0643
0x7cd0b7ed790f626ef1bd42db63b5ebeb5970c912,103102716.62,215667642.97,1.6332
0xfa5484533acf47bc9f5d9dc931fcdbbdcefb4011,102068049.54,223622817.23,1.7285
0xe40d278afd00e6187db21ff8c96d572359ef03bf,101883496.29,207417556.68,1.6175
0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,97817794.51,309780774.54,2.6285
0x50fc9731dace42caa45d166bff404bbb7464bf21,96168499.31,255959667.66,2.0760
0x34780c209d5c575cc1c1ceb57af95d4d2a69ddcf,95190965.50,245115513.30,2.1372
0xdb802c7c6b7cc1c0e8474bb7eb80bbc569763de5,94980905.00,252570540.97,2.0742
0x40e93a52f6af9fcd3b476aedadd7feabd9f7aba8,87050281.50,0.00,0.0000
0x5877626d3cdc57317d861207244a4eea28decf9e,85620176.20,97109856.78,0.9074
0xabbd5b2b0b034781e58434736728b9d0673de7f1,83717806.41,142525199.74,1.3989
0x4f285bbcfed9140ea4c15feb3348b227f6f35bea,81155414.66,87870871.46,0.8662
0x7c697d6cff279f3f9c2401d0ea2ac7e7ede0e2c3,78869696.18,240513584.21,2.4701
0x60d2d94acb969ca54e781007ee89f04c1a2e5943,76494048.22,94303744.21,0.9986
0xba20c11a14c7f41589785cd6fc1809b03bd58ecb,75761004.28,0.00,0.0000
0x659195fb6c4d77cf116564cb6487d2effd60bce3,75597174.85,0.00,0.0000
0x6e9e81efcc4cbff68ed04c4a90aea33cb22c8c89,75055197.36,171271131.06,1.8940
0xaf9b98d2acde5f13eaeaeb0101273cdfa86dcc95,72137822.84,41351863.37,0.4299
0x8e80a60a1766b3b80aa7d766e190eb80fb68683d,70325801.46,0.00,0.0000
0xd93814273b33dd33b32cd345225cfb65deb048dd,68562301.60,74139049.50,0.8110
0xa339d279e0a3a9ede11eceac2ec9529eebdae12c,67972693.22,142771937.32,1.7434
0x64471d103a7f77262529383d53bdd28b260b1ae8,64992357.62,36882756.24,0.4256
0x4ed0b41dff79e0e53a054903873899bc32abc853,63733136.25,104342705.41,1.2770
0xe84a061897afc2e7ff5fb7e3686717c528617487,62902373.87,231924197.90,2.9700
0xa0f75491720835b36edc92d06ddc468d201e9b73,60877997.96,10593034.19,0.1404
0x0591926d5d3b9cc48ae6efb8db68025ddc3adfa5,59378138.84,31849718.18,0.4023
0x52e02f0a43ea757d3c8b78745c99d8ddc33bfa26,58571885.18,106721910.96,1.5123
0x96f49d0e9724dfd8780fa667ac37a993f005cb94,58449097.46,130942477.96,1.7922
0x8ae9847bd9153805b064e3c3350cbacdf622a24a,53951293.71,0.00,0.0000
0x5780734f2553dcb83cc6c9c6a7efea52daeca70e,50570763.91,0.00,0.0000
0xcfcce06af0ee209dfa340247199057fe619c98c9,50486799.52,54863312.96,0.8693
0xffefa70b6deaab975ef15a6474ce9c4214d82b02,50000000.00,97262467.59,1.5757
0xb3abe0777aa9685941e54744e704378b4b33eeaa,49802469.18,28051176.45,0.4224
0xd8495b95a3a6a85f4e3baa003e8b7ed1ed85562d,49690605.25,54963947.03,0.8960
0xce9d00377edc72ddfbf0c9e0f007b614e9257c69,48114859.02,51785490.88,0.8610
0xfa4fc4ec2f81a4897743c5b4f45907c02ce06199,48049480.97,54483601.00,0.9071
0x4352cc849b33a936ad93bb109afdec1c89653b4f,47016309.60,83150603.98,1.3801
0x94def848159b30605afe0c1d1ac43d6d588b940a,45146441.06,62437200.37,1.0787
0x9fb1750da6266a05601855bb62767ebc742707b1,44766131.74,0.00,0.0000
0x2e15d7aa0650de1009710fdd45c3468d75ae1392,44710881.68,49904594.81,0.8929
0x58e70d8bed174643fb5f177e3f0ab2cfe689487d,44594831.04,67971640.69,1.2194
0x8ad459048c798b7435887184d81d7dd8cf2ab818,44082278.26,48074778.76,0.8737
0xefad748654ec2c072b8735c010ae2fdea04aaf7d,43995235.83,76409239.21,1.4415
0xeb2a1125f1e14822d0708464b795baad6b9038ce,43503198.79,82896710.86,1.5435
0xc35bc7e918bb4c0159296d9749dc59de605b4b93,43385524.10,46588164.10,0.8596
0xb561b1e79e448bc3a7ac4dc377eeecbc99505f60,43342423.95,75939152.83,1.3666
0x9e30a1cb1bad5f4a4915390fee7b77213e36625b,42190480.17,0.00,0.0000
0x3af4a49c8e2fcaf33fd3389543b80d320fcc9091,41567551.47,44750126.46,0.8613
0x839a8de8e0aff8021a0aec2e42ef1f229ec99235,40499157.88,11422790.32,0.2115
0x531e08e19e54ea655822d62f160e27af727b6e9f,40483184.70,0.00,0.0000
0x22a65f880bf67b6b62aa6cca4f28b6ee085ee6ba,40177275.91,0.00,0.0000
0xf2df969f59b2c86e4b230da88918cdebcfc4ccbc,40045032.69,43143833.73,0.8619
0x6142eb927529974c5cded66dafc57cb5aaaf73ab,39990638.77,0.00,0.0000
0xdf2609ec3d2e07a79d2e25e52960e75250bd9aaa,39312032.20,52666034.26,1.0590
0xc89657cc18c66ffc01d758ed42e61f28c6be43aa,38813699.04,45631.91,0.0009
0x0a0fa2b02ae73bd9eb4c1e086458099eca42476e,38333355.34,89849632.06,1.8514
0xc86c66c430d40523a126795b9f03242740583d12,38271985.91,51155672.24,1.0901
0x989b96317735d70a7762bf96c034b203713aae18,38111948.48,53653305.68,1.1410
0xaaf9f14f20145ad50db369e52b2793bfeb18a45b,37890057.23,49909725.70,1.0274
0x3af077300bbfbdd697e74b07c761bbcf18ea1971,36869430.00,50727225.12,1.1007
0xfad075025424f08e06037a9b18dc5f9941021053,36193506.40,0.00,0.0000
0xbe55fdda3a56055b7a3b9c99893be53fd111237a,35775319.97,38538362.92,0.8618
0x4f962bb0ea0785c539f8ab52a17f1f873ddc355f,35651203.74,38337947.00,0.8710
0x9938a09fea37ba681a1bd53d33ddde2debec1da0,35436276.31,21757537.25,0.4605
0xc9db4e8d3d940c16b800d433d168d2f651025642,34346324.38,61085720.64,1.3872
0x7055b17a1b911b6b971172c01ff0cc27881aea94,34042583.85,122135500.40,2.7984
0x63950cfd75e2290a3581b6b0e39c86bc11697d5b,34029480.96,0.00,0.0000
0x033c208a1626b78e8258ad3e8ee0e6d923cbe709,33671841.68,0.00,0.0000
0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,33278784.91,77605162.58,1.9350
0xd48573cda0fed7144f2455c5270ffa16be389d04,32535661.20,166216249.18,3.9848
0x6a8018b0ebc017a6532d96be8cff9f3f9ed16f8b,32509440.14,35751728.00,0.8798
0x28355886a65848488cf0a3646fca395db0a762b1,32311122.69,63598677.18,1.5353
0xfe99cc4664a939f826dbeb545c1aad4c89ee737a,32228384.98,43766577.71,1.0593
0x85f431344c0798b87337bfbbaf482e3e9c23e857,32073533.40,35276477.13,0.8799
0xd1a2d9df5db842da2ee81075fa441602b2352915,31566758.56,35004574.53,0.8871
0x3b3f03015b479b734f41b77dd72851e676d0f406,31488725.91,0.00,0.0000
0xf4eee06aea972a13b77f326a185bf29d893ae674,30489643.36,32753504.22,0.8594
0x91cfbce901ebec39e5fcd4416893a5632b6da004,30328860.66,48517663.62,1.2906
0xa260b049ddd6567e739139404c7554435c456d9e,30045453.38,32717910.01,0.8820
0x5130985ce6a0e54f369712cd6f2fdec084026e54,29547630.19,54751469.91,1.4489
0xc81b6381bf13ac1dd80ad44775958c91bf962502,29482170.21,31963295.37,0.8673
0x77a56647fba0eb60abb7395574cded565f6f94f6,29164835.84,66853410.06,1.8523
0x2572223f5df9b5889e99554152e91e32c8e8a03b,29149616.80,16057202.99,0.4131
0xf368d43f148e1803ec793670183b0ca6a07d3898,29141129.36,56478279.86,1.5829
